timestamp,value
2021-02-03T09:47:34.619Z,5.1
2021-02-03T14:18:56.187Z,5.2
2021-02-03T14:19:12.326Z,5.2
2021-02-03T17:18:55.735Z,5.2
2021-02-03T17:19:09.614Z,5.2
2021-02-03T18:18:58.791Z,5.3
2021-02-03T18:19:13.022Z,5.3
2021-02-04T03:18:53.239Z,5.6
2021-02-04T03:19:06.313Z,5.6
2021-02-04T09:18:52.406Z,5.5
2021-02-04T09:19:11.991Z,5.5
2021-02-04T10:18:52.173Z,5.5
2021-02-04T10:19:07.780Z,5.5
2021-02-04T12:18:52.261Z,5.5
2021-02-04T12:19:05.125Z,5.5
2021-02-04T13:18:51.435Z,5.5
2021-02-04T13:19:04.922Z,5.5
2021-02-04T14:18:50.869Z,5.5
2021-02-04T14:19:04.498Z,5.5
2021-02-04T18:18:50.287Z,5.9
2021-02-04T18:19:09.373Z,5.9
2021-02-04T19:18:49.619Z,6.1
2021-02-04T19:19:08.654Z,6.1
2021-02-04T20:18:49.762Z,6.2
2021-02-04T20:19:07.466Z,6.2
2021-02-04T22:18:49.196Z,6.4
2021-02-04T22:19:02.308Z,6.4
2021-02-04T23:18:48.806Z,6.4
2021-02-04T23:19:01.376Z,6.4
2021-02-05T00:18:48.773Z,6.4
2021-02-05T00:19:00.928Z,6.4
2021-02-05T03:18:50.114Z,6.5
2021-02-05T03:19:02.537Z,6.5
2021-02-05T04:18:51.587Z,6.5
2021-02-05T04:19:03.928Z,6.5
2021-02-05T08:18:46.970Z,6.6
2021-02-05T08:19:03.637Z,6.6
2021-02-05T09:18:46.632Z,6.6
2021-02-05T09:18:59.879Z,6.6
2021-02-05T10:18:46.567Z,6.6
2021-02-05T10:18:58.666Z,6.6
2021-02-05T11:18:46.205Z,6.6
2021-02-05T11:18:59.520Z,6.6
2021-02-05T12:18:45.759Z,6.6
2021-02-05T12:18:57.860Z,6.6
2021-02-05T13:18:45.425Z,6.6
2021-02-05T13:18:58.694Z,6.6
2021-02-05T15:18:47.260Z,6.8
2021-02-05T15:19:01.580Z,6.8
2021-02-05T16:18:44.974Z,6.8
2021-02-05T16:19:03.612Z,6.8
2021-02-05T18:18:44.623Z,7
2021-02-05T18:19:04.055Z,7
2021-02-05T19:18:44.229Z,7
2021-02-05T19:18:58.146Z,7
2021-02-05T21:18:44.115Z,7.1
2021-02-05T21:18:57.566Z,7.1
2021-02-05T22:18:43.698Z,7.2
2021-02-05T22:18:55.647Z,7.2
2021-02-05T23:18:43.201Z,7.2
2021-02-05T23:18:56.178Z,7.2
2021-02-06T00:18:43.306Z,7.2
2021-02-06T00:18:55.950Z,7.2
2021-02-06T01:18:44.556Z,7.3
2021-02-06T01:18:57.965Z,7.3
2021-02-06T02:18:46.579Z,7.3
2021-02-06T02:18:59.773Z,7.3
2021-02-06T03:18:46.122Z,7.3
2021-02-06T03:19:01.300Z,7.3
2021-02-06T07:18:41.472Z,7.3
2021-02-06T07:18:56.906Z,7.3
2021-02-06T08:18:41.171Z,7.3
2021-02-06T08:18:53.379Z,7.3
2021-02-06T10:18:41.209Z,7.3
2021-02-06T10:18:53.451Z,7.3
2021-02-06T11:18:40.706Z,7.3
2021-02-06T11:18:53.003Z,7.3
2021-02-06T12:18:42.532Z,7.3
