result|value|timestamp
nodeID://b13486745|-1.89|2020-01-01T01:00:00Z
nodeID://b13486746|-2|2020-01-01T02:00:00Z
nodeID://b13486747|-1.89|2020-01-01T03:00:00Z
nodeID://b13486748|-2.19|2020-01-01T04:00:00Z
nodeID://b13486749|-2.39|2020-01-01T05:00:00Z
nodeID://b13486750|-2.79|2020-01-01T06:00:00Z
nodeID://b13486751|-1.79|2020-01-01T07:00:00Z
nodeID://b13486752|1.9|2020-01-01T08:00:00Z
nodeID://b13486753|5.21|2020-01-01T09:00:00Z
nodeID://b13486754|6.81|2020-01-01T10:00:00Z
nodeID://b13486755|7.9|2020-01-01T11:00:00Z
nodeID://b13486756|9.31|2020-01-01T12:00:00Z
nodeID://b13486757|9.5|2020-01-01T13:00:00Z
nodeID://b13486758|9.4|2020-01-01T14:00:00Z
nodeID://b13486759|7.11|2020-01-01T15:00:00Z
nodeID://b13486760|3.9|2020-01-01T16:00:00Z
nodeID://b13486761|2.11|2020-01-01T17:00:00Z
nodeID://b13486762|1.5|2020-01-01T18:00:00Z
nodeID://b13486763|0.5|2020-01-01T19:00:00Z
nodeID://b13486764|-0.69|2020-01-01T20:00:00Z
nodeID://b13486765|-1.5|2020-01-01T21:00:00Z
nodeID://b13486766|-1.6|2020-01-01T22:00:00Z
nodeID://b13486767|-1.79|2020-01-01T23:00:00Z
nodeID://b13501902|-1.89|2020-01-02T00:00:00Z
nodeID://b13501903|-2.29|2020-01-02T01:00:00Z
nodeID://b13501904|-2.19|2020-01-02T02:00:00Z
nodeID://b13501905|-2.29|2020-01-02T03:00:00Z
nodeID://b13501906|-2.29|2020-01-02T04:00:00Z
nodeID://b13501907|-1.39|2020-01-02T05:00:00Z
nodeID://b13501908|-1.69|2020-01-02T06:00:00Z
nodeID://b13501909|-0.69|2020-01-02T07:00:00Z
nodeID://b13501910|0.31|2020-01-02T08:00:00Z
nodeID://b13501911|2.31|2020-01-02T09:00:00Z
nodeID://b13501912|4.81|2020-01-02T10:00:00Z
nodeID://b13501913|6|2020-01-02T11:00:00Z
nodeID://b13501914|6.81|2020-01-02T12:00:00Z
nodeID://b13501915|6.81|2020-01-02T13:00:00Z
nodeID://b13501916|6|2020-01-02T14:00:00Z
nodeID://b13501917|4.71|2020-01-02T15:00:00Z
nodeID://b13501918|2.9|2020-01-02T16:00:00Z
nodeID://b13501919|1.11|2020-01-02T17:00:00Z
nodeID://b13501920|0.21|2020-01-02T18:00:00Z
nodeID://b13501921|-0.6|2020-01-02T19:00:00Z
nodeID://b13501922|-0.79|2020-01-02T20:00:00Z
nodeID://b13501923|-0.29|2020-01-02T21:00:00Z
nodeID://b13501924|-0.6|2020-01-02T22:00:00Z
nodeID://b13501925|-0.89|2020-01-02T23:00:00Z
nodeID://b13517056|-0.69|2020-01-03T00:00:00Z
nodeID://b13517057|-0.89|2020-01-03T01:00:00Z
nodeID://b13517058|-0.6|2020-01-03T02:00:00Z
nodeID://b13517059|-0.5|2020-01-03T03:00:00Z
nodeID://b13517060|-0.6|2020-01-03T04:00:00Z
nodeID://b13517061|-1.1|2020-01-03T05:00:00Z
nodeID://b13517062|-1.1|2020-01-03T06:00:00Z
nodeID://b13517063|-1.19|2020-01-03T07:00:00Z
nodeID://b13517064|1.11|2020-01-03T08:00:00Z
nodeID://b13517065|4.21|2020-01-03T09:00:00Z
nodeID://b13517066|6.4|2020-01-03T10:00:00Z
nodeID://b13517067|8.71|2020-01-03T11:00:00Z
nodeID://b13517068|9.9|2020-01-03T12:00:00Z
nodeID://b13517069|10.21|2020-01-03T13:00:00Z
nodeID://b13517070|9.81|2020-01-03T14:00:00Z
nodeID://b13517071|7.9|2020-01-03T15:00:00Z
nodeID://b13517072|5.71|2020-01-03T16:00:00Z
nodeID://b13517073|4.81|2020-01-03T17:00:00Z
nodeID://b13517074|4.31|2020-01-03T18:00:00Z
nodeID://b13517075|3.71|2020-01-03T19:00:00Z
nodeID://b13517076|3.21|2020-01-03T20:00:00Z
nodeID://b13517077|3|2020-01-03T21:00:00Z
nodeID://b13517078|2.4|2020-01-03T22:00:00Z
nodeID://b13517079|1.9|2020-01-03T23:00:00Z
nodeID://b13532182|1.71|2020-01-04T00:00:00Z
nodeID://b13532183|1.11|2020-01-04T01:00:00Z
nodeID://b13532184|0.9|2020-01-04T02:00:00Z
nodeID://b13532185|0.5|2020-01-04T03:00:00Z
nodeID://b13532186|0.71|2020-01-04T04:00:00Z
nodeID://b13532187|0.5|2020-01-04T05:00:00Z
nodeID://b13532188|0.61|2020-01-04T06:00:00Z
nodeID://b13532189|0.71|2020-01-04T07:00:00Z
nodeID://b13532190|3.4|2020-01-04T08:00:00Z
nodeID://b13532191|6.11|2020-01-04T09:00:00Z
nodeID://b13532192|8.11|2020-01-04T10:00:00Z
nodeID://b13532193|9.61|2020-01-04T11:00:00Z
nodeID://b13532194|10.5|2020-01-04T12:00:00Z
nodeID://b13532195|10.61|2020-01-04T13:00:00Z
nodeID://b13532196|10.5|2020-01-04T14:00:00Z
nodeID://b13532197|9|2020-01-04T15:00:00Z
nodeID://b13532198|5.5|2020-01-04T16:00:00Z
nodeID://b13532199|3.9|2020-01-04T17:00:00Z
nodeID://b13532200|3.11|2020-01-04T18:00:00Z
nodeID://b13532201|2.11|2020-01-04T19:00:00Z
nodeID://b13532202|1.61|2020-01-04T20:00:00Z
nodeID://b13532203|2|2020-01-04T21:00:00Z
nodeID://b13532204|2.61|2020-01-04T22:00:00Z
nodeID://b13532205|1.5|2020-01-04T23:00:00Z
nodeID://b13547342|0.81|2020-01-05T00:00:00Z
nodeID://b13547343|0.4|2020-01-05T01:00:00Z
nodeID://b13547344|-0.19|2020-01-05T02:00:00Z
nodeID://b13547345|-0.6|2020-01-05T03:00:00Z
nodeID://b13547346|-1.29|2020-01-05T04:00:00Z
nodeID://b13547347|-1.89|2020-01-05T05:00:00Z
nodeID://b13547348|-1.89|2020-01-05T06:00:00Z
nodeID://b13547349|-1.19|2020-01-05T07:00:00Z
nodeID://b13547350|2.21|2020-01-05T08:00:00Z
nodeID://b13547351|5.61|2020-01-05T09:00:00Z
nodeID://b13547352|8|2020-01-05T10:00:00Z
nodeID://b13547353|9.5|2020-01-05T11:00:00Z
nodeID://b13547354|11.5|2020-01-05T12:00:00Z
nodeID://b13547355|11.4|2020-01-05T13:00:00Z
nodeID://b13547356|10.61|2020-01-05T14:00:00Z
nodeID://b13547357|8.71|2020-01-05T15:00:00Z
nodeID://b13547358|5.61|2020-01-05T16:00:00Z
nodeID://b13547359|4|2020-01-05T17:00:00Z
nodeID://b13547360|3|2020-01-05T18:00:00Z
nodeID://b13547361|1.61|2020-01-05T19:00:00Z
nodeID://b13547362|0.31|2020-01-05T20:00:00Z
nodeID://b13547363|-0.5|2020-01-05T21:00:00Z
nodeID://b13547364|-0.89|2020-01-05T22:00:00Z
nodeID://b13547365|-1.69|2020-01-05T23:00:00Z
nodeID://b13562480|-1.69|2020-01-06T00:00:00Z
nodeID://b13562481|-1.89|2020-01-06T01:00:00Z
nodeID://b13562482|-2.39|2020-01-06T02:00:00Z
nodeID://b13562483|-2.1|2020-01-06T03:00:00Z
nodeID://b13562484|-2.29|2020-01-06T04:00:00Z
nodeID://b13562485|-2.79|2020-01-06T05:00:00Z
nodeID://b13562486|-2.89|2020-01-06T06:00:00Z
nodeID://b13562487|-1.39|2020-01-06T07:00:00Z
nodeID://b13562488|-0.19|2020-01-06T08:00:00Z
nodeID://b13562489|0.71|2020-01-06T09:00:00Z
nodeID://b13562490|2.4|2020-01-06T10:00:00Z
nodeID://b13562491|4|2020-01-06T11:00:00Z
nodeID://b13562492|5.31|2020-01-06T12:00:00Z
nodeID://b13562493|5.71|2020-01-06T13:00:00Z
nodeID://b13562494|5.5|2020-01-06T14:00:00Z
nodeID://b13562495|3.71|2020-01-06T15:00:00Z
nodeID://b13562496|1.11|2020-01-06T16:00:00Z
nodeID://b13562497|0.4|2020-01-06T17:00:00Z
nodeID://b13562498|-0.1|2020-01-06T18:00:00Z
nodeID://b13562499|0.21|2020-01-06T19:00:00Z
nodeID://b13562500|0.5|2020-01-06T20:00:00Z
nodeID://b13562501|0.81|2020-01-06T21:00:00Z
nodeID://b13562502|1|2020-01-06T22:00:00Z
nodeID://b13562503|1|2020-01-06T23:00:00Z
nodeID://b13577593|0.81|2020-01-07T00:00:00Z
nodeID://b13577594|0.9|2020-01-07T01:00:00Z
nodeID://b13577595|0.71|2020-01-07T02:00:00Z
nodeID://b13577596|0.5|2020-01-07T03:00:00Z
nodeID://b13577597|0.11|2020-01-07T04:00:00Z
nodeID://b13577598|-0.5|2020-01-07T05:00:00Z
nodeID://b13577599|-0.69|2020-01-07T06:00:00Z
nodeID://b13577600|-0.79|2020-01-07T07:00:00Z
nodeID://b13577601|-0.79|2020-01-07T08:00:00Z
nodeID://b13577602|-0.5|2020-01-07T09:00:00Z
nodeID://b13577603|-0.1|2020-01-07T10:00:00Z
nodeID://b13577604|0.31|2020-01-07T11:00:00Z
nodeID://b13577605|0.81|2020-01-07T12:00:00Z
nodeID://b13577606|1.11|2020-01-07T13:00:00Z
nodeID://b13577607|1.21|2020-01-07T14:00:00Z
nodeID://b13577608|1|2020-01-07T15:00:00Z
nodeID://b13577609|0.9|2020-01-07T16:00:00Z
nodeID://b13577610|0.81|2020-01-07T17:00:00Z
nodeID://b13577611|0.5|2020-01-07T18:00:00Z
nodeID://b13577612|0.4|2020-01-07T19:00:00Z
nodeID://b13577613|0.31|2020-01-07T20:00:00Z
nodeID://b13577614|0|2020-01-07T21:00:00Z
nodeID://b13577615|-0.19|2020-01-07T22:00:00Z
nodeID://b13577616|-0.39|2020-01-07T23:00:00Z
nodeID://b13592751|-0.39|2020-01-08T00:00:00Z
nodeID://b13592752|-0.6|2020-01-08T01:00:00Z
nodeID://b13592753|-0.69|2020-01-08T02:00:00Z
nodeID://b13592754|-1.1|2020-01-08T03:00:00Z
nodeID://b13592755|-1.5|2020-01-08T04:00:00Z
nodeID://b13592756|-1.29|2020-01-08T05:00:00Z
nodeID://b13592757|-1.39|2020-01-08T06:00:00Z
nodeID://b13592758|-1.5|2020-01-08T07:00:00Z
nodeID://b13592759|-1.29|2020-01-08T08:00:00Z
nodeID://b13592760|-0.69|2020-01-08T09:00:00Z
nodeID://b13592761|0.11|2020-01-08T10:00:00Z
nodeID://b13592762|0.81|2020-01-08T11:00:00Z
nodeID://b13592763|1.71|2020-01-08T12:00:00Z
nodeID://b13592764|2.31|2020-01-08T13:00:00Z
nodeID://b13592765|2.81|2020-01-08T14:00:00Z
nodeID://b13592766|1.61|2020-01-08T15:00:00Z
nodeID://b13592767|1.11|2020-01-08T16:00:00Z
nodeID://b13592768|0.71|2020-01-08T17:00:00Z
nodeID://b13592769|0.5|2020-01-08T18:00:00Z
nodeID://b13592770|0.4|2020-01-08T19:00:00Z
nodeID://b13592771|0.21|2020-01-08T20:00:00Z
nodeID://b13592772|0.11|2020-01-08T21:00:00Z
nodeID://b13592773|-0.1|2020-01-08T22:00:00Z
nodeID://b13592774|-0.29|2020-01-08T23:00:00Z
nodeID://b13607903|-0.5|2020-01-09T00:00:00Z
nodeID://b13607904|-0.79|2020-01-09T01:00:00Z
nodeID://b13607905|-1.1|2020-01-09T02:00:00Z
nodeID://b13607906|-1.6|2020-01-09T03:00:00Z
nodeID://b13607907|-1.79|2020-01-09T04:00:00Z
nodeID://b13607908|-2|2020-01-09T05:00:00Z
nodeID://b13607909|-2.29|2020-01-09T06:00:00Z
nodeID://b13607910|-2.29|2020-01-09T07:00:00Z
nodeID://b13607911|-1.89|2020-01-09T08:00:00Z
nodeID://b13607912|-1.1|2020-01-09T09:00:00Z
nodeID://b13607913|0.5|2020-01-09T10:00:00Z
nodeID://b13607914|2.5|2020-01-09T11:00:00Z
nodeID://b13607915|4.9|2020-01-09T12:00:00Z
nodeID://b13607916|7.21|2020-01-09T13:00:00Z
nodeID://b13607917|8.11|2020-01-09T14:00:00Z
nodeID://b13607918|6.9|2020-01-09T15:00:00Z
nodeID://b13607919|3.4|2020-01-09T16:00:00Z
nodeID://b13607920|1.4|2020-01-09T17:00:00Z
nodeID://b13607921|0.21|2020-01-09T18:00:00Z
nodeID://b13607922|-0.5|2020-01-09T19:00:00Z
nodeID://b13607923|-1.6|2020-01-09T20:00:00Z
nodeID://b13607924|-2|2020-01-09T21:00:00Z
nodeID://b13607925|-2|2020-01-09T22:00:00Z
nodeID://b13607926|-2.29|2020-01-09T23:00:00Z
nodeID://b13623061|-2|2020-01-10T00:00:00Z
nodeID://b13623062|-2.39|2020-01-10T01:00:00Z
nodeID://b13623063|-2.39|2020-01-10T02:00:00Z
nodeID://b13623064|-2.6|2020-01-10T03:00:00Z
nodeID://b13623065|-2.89|2020-01-10T04:00:00Z
nodeID://b13623066|-2.89|2020-01-10T05:00:00Z
nodeID://b13623067|-2.89|2020-01-10T06:00:00Z
nodeID://b13623068|-1.6|2020-01-10T07:00:00Z
nodeID://b13623069|-0.69|2020-01-10T08:00:00Z
nodeID://b13623070|0.61|2020-01-10T09:00:00Z
nodeID://b13623071|3|2020-01-10T10:00:00Z
nodeID://b13623072|4.81|2020-01-10T11:00:00Z
nodeID://b13623073|7|2020-01-10T12:00:00Z
nodeID://b13623074|7.61|2020-01-10T13:00:00Z
nodeID://b13623075|7.4|2020-01-10T14:00:00Z
nodeID://b13623076|6.81|2020-01-10T15:00:00Z
nodeID://b13623077|6|2020-01-10T16:00:00Z
nodeID://b13623078|5.61|2020-01-10T17:00:00Z
nodeID://b13623079|5.4|2020-01-10T18:00:00Z
nodeID://b13623080|4.9|2020-01-10T19:00:00Z
nodeID://b13623081|4.31|2020-01-10T20:00:00Z
nodeID://b13623082|4.61|2020-01-10T21:00:00Z
nodeID://b13623083|4.81|2020-01-10T22:00:00Z
nodeID://b13623084|4.5|2020-01-10T23:00:00Z
nodeID://b13638212|3.81|2020-01-11T00:00:00Z
nodeID://b13638213|2.5|2020-01-11T01:00:00Z
nodeID://b13638214|1.4|2020-01-11T02:00:00Z
nodeID://b13638215|0.31|2020-01-11T03:00:00Z
nodeID://b13638216|0.11|2020-01-11T04:00:00Z
nodeID://b13638217|0.5|2020-01-11T05:00:00Z
nodeID://b13638218|0.61|2020-01-11T06:00:00Z
nodeID://b13638219|0.9|2020-01-11T07:00:00Z
nodeID://b13638220|2.9|2020-01-11T08:00:00Z
nodeID://b13638221|5.21|2020-01-11T09:00:00Z
nodeID://b13638222|7.61|2020-01-11T10:00:00Z
nodeID://b13638223|8.9|2020-01-11T11:00:00Z
nodeID://b13638224|9.61|2020-01-11T12:00:00Z
nodeID://b13638225|10.11|2020-01-11T13:00:00Z
nodeID://b13638226|10.11|2020-01-11T14:00:00Z
nodeID://b13638227|8.71|2020-01-11T15:00:00Z
nodeID://b13638228|5.81|2020-01-11T16:00:00Z
nodeID://b13638229|4|2020-01-11T17:00:00Z
nodeID://b13638230|2.71|2020-01-11T18:00:00Z
nodeID://b13638231|1.81|2020-01-11T19:00:00Z
nodeID://b13638232|1.21|2020-01-11T20:00:00Z
nodeID://b13638233|0.4|2020-01-11T21:00:00Z
nodeID://b13638234|0.11|2020-01-11T22:00:00Z
nodeID://b13638235|-0.19|2020-01-11T23:00:00Z
nodeID://b13653386|-0.79|2020-01-12T00:00:00Z
nodeID://b13653387|-1.29|2020-01-12T01:00:00Z
nodeID://b13653388|-1.89|2020-01-12T02:00:00Z
nodeID://b13653389|-2.29|2020-01-12T03:00:00Z
nodeID://b13653390|-2.39|2020-01-12T04:00:00Z
nodeID://b13653391|-2.6|2020-01-12T05:00:00Z
nodeID://b13653392|-2.79|2020-01-12T06:00:00Z
nodeID://b13653393|-2.29|2020-01-12T07:00:00Z
nodeID://b13653394|0.71|2020-01-12T08:00:00Z
nodeID://b13653395|3.11|2020-01-12T09:00:00Z
nodeID://b13653396|5.11|2020-01-12T10:00:00Z
nodeID://b13653397|6.81|2020-01-12T11:00:00Z
nodeID://b13653398|8|2020-01-12T12:00:00Z
nodeID://b13653399|8.81|2020-01-12T13:00:00Z
nodeID://b13653400|9.21|2020-01-12T14:00:00Z
nodeID://b13653401|7.81|2020-01-12T15:00:00Z
nodeID://b13653402|4.11|2020-01-12T16:00:00Z
nodeID://b13653403|1.9|2020-01-12T17:00:00Z
nodeID://b13653404|0.81|2020-01-12T18:00:00Z
nodeID://b13653405|0.11|2020-01-12T19:00:00Z
nodeID://b13653406|-1|2020-01-12T20:00:00Z
nodeID://b13653407|-1.69|2020-01-12T21:00:00Z
nodeID://b13653408|-1.79|2020-01-12T22:00:00Z
nodeID://b13653409|-1.89|2020-01-12T23:00:00Z
nodeID://b13656194|-1.89|2020-01-12T23:00:00Z
nodeID://b13656199|-1.89|2020-01-12T23:00:00Z
nodeID://b13677330|-2.29|2020-01-13T00:00:00Z
nodeID://b13677331|-2.29|2020-01-13T00:00:00Z
nodeID://b13677332|-2.29|2020-01-13T00:00:00Z
nodeID://b13677333|-2.89|2020-01-13T01:00:00Z
nodeID://b13677334|-2.89|2020-01-13T01:00:00Z
nodeID://b13677335|-2.89|2020-01-13T01:00:00Z
nodeID://b13677336|-3|2020-01-13T02:00:00Z
nodeID://b13677337|-3|2020-01-13T02:00:00Z
nodeID://b13677338|-3|2020-01-13T02:00:00Z
nodeID://b13677339|-3.1|2020-01-13T03:00:00Z
nodeID://b13677340|-3.1|2020-01-13T03:00:00Z
nodeID://b13677341|-3.1|2020-01-13T03:00:00Z
nodeID://b13677342|-3.39|2020-01-13T04:00:00Z
nodeID://b13677343|-3.39|2020-01-13T04:00:00Z
nodeID://b13677344|-3.39|2020-01-13T04:00:00Z
nodeID://b13677345|-3.79|2020-01-13T05:00:00Z
nodeID://b13677346|-3.79|2020-01-13T05:00:00Z
nodeID://b13677347|-3.79|2020-01-13T05:00:00Z
nodeID://b13677348|-3.6|2020-01-13T06:00:00Z
nodeID://b13677349|-3.6|2020-01-13T06:00:00Z
nodeID://b13677350|-3.6|2020-01-13T06:00:00Z
nodeID://b13677351|-2.6|2020-01-13T07:00:00Z
nodeID://b13677352|-2.6|2020-01-13T07:00:00Z
nodeID://b13677353|-2.6|2020-01-13T07:00:00Z
nodeID://b13677354|-0.6|2020-01-13T08:00:00Z
nodeID://b13677355|-0.6|2020-01-13T08:00:00Z
nodeID://b13677356|-0.6|2020-01-13T08:00:00Z
nodeID://b13677357|1.31|2020-01-13T09:00:00Z
nodeID://b13677358|1.31|2020-01-13T09:00:00Z
nodeID://b13677359|1.31|2020-01-13T09:00:00Z
nodeID://b13677360|3|2020-01-13T10:00:00Z
nodeID://b13677361|3|2020-01-13T10:00:00Z
nodeID://b13677362|3|2020-01-13T10:00:00Z
nodeID://b13677363|4.71|2020-01-13T11:00:00Z
nodeID://b13677364|4.71|2020-01-13T11:00:00Z
nodeID://b13677365|4.71|2020-01-13T11:00:00Z
nodeID://b13677366|5.5|2020-01-13T12:00:00Z
nodeID://b13677367|5.5|2020-01-13T12:00:00Z
nodeID://b13677368|5.5|2020-01-13T12:00:00Z
nodeID://b13677369|5.9|2020-01-13T13:00:00Z
nodeID://b13677370|5.9|2020-01-13T13:00:00Z
nodeID://b13677371|5.9|2020-01-13T13:00:00Z
nodeID://b13677373|5.81|2020-01-13T14:00:00Z
nodeID://b13677375|5.81|2020-01-13T14:00:00Z
nodeID://b13677376|5.81|2020-01-13T14:00:00Z
nodeID://b13677377|4.4|2020-01-13T15:00:00Z
nodeID://b13677378|4.4|2020-01-13T15:00:00Z
nodeID://b13677379|4.4|2020-01-13T15:00:00Z
nodeID://b13677380|1.4|2020-01-13T16:00:00Z
nodeID://b13677381|1.4|2020-01-13T16:00:00Z
nodeID://b13677382|1.4|2020-01-13T16:00:00Z
nodeID://b13677383|0|2020-01-13T17:00:00Z
nodeID://b13677384|0|2020-01-13T17:00:00Z
nodeID://b13677385|0|2020-01-13T17:00:00Z
nodeID://b13677386|-0.39|2020-01-13T18:00:00Z
nodeID://b13677387|-0.39|2020-01-13T18:00:00Z
nodeID://b13677388|-0.39|2020-01-13T18:00:00Z
nodeID://b13677389|-1|2020-01-13T19:00:00Z
nodeID://b13677390|-1|2020-01-13T19:00:00Z
nodeID://b13677391|-1|2020-01-13T19:00:00Z
nodeID://b13677394|-1.6|2020-01-13T20:00:00Z
nodeID://b13677397|-1.6|2020-01-13T20:00:00Z
nodeID://b13677400|-1.6|2020-01-13T20:00:00Z
nodeID://b13677403|-2|2020-01-13T21:00:00Z
nodeID://b13677406|-2|2020-01-13T21:00:00Z
nodeID://b13677409|-2|2020-01-13T21:00:00Z
nodeID://b13677412|-2.39|2020-01-13T22:00:00Z
nodeID://b13677415|-2.39|2020-01-13T22:00:00Z
nodeID://b13677418|-2.39|2020-01-13T22:00:00Z
nodeID://b13677421|-2.89|2020-01-13T23:00:00Z
nodeID://b13677424|-2.89|2020-01-13T23:00:00Z
nodeID://b13677427|-2.89|2020-01-13T23:00:00Z
nodeID://b13693076|-3|2020-01-14T00:00:00Z
nodeID://b13693077|-3|2020-01-14T00:00:00Z
nodeID://b13693078|-3|2020-01-14T00:00:00Z
nodeID://b13693079|-3.19|2020-01-14T01:00:00Z
nodeID://b13693080|-3.19|2020-01-14T01:00:00Z
nodeID://b13693081|-3.19|2020-01-14T01:00:00Z
nodeID://b13693082|-2.29|2020-01-14T02:00:00Z
nodeID://b13693083|-2.29|2020-01-14T02:00:00Z
nodeID://b13693084|-2.29|2020-01-14T02:00:00Z
nodeID://b13693085|-1.29|2020-01-14T03:00:00Z
nodeID://b13693086|-1.29|2020-01-14T03:00:00Z
nodeID://b13693087|-1.29|2020-01-14T03:00:00Z
nodeID://b13693088|-0.79|2020-01-14T04:00:00Z
nodeID://b13693089|-0.79|2020-01-14T04:00:00Z
nodeID://b13693090|-0.79|2020-01-14T04:00:00Z
nodeID://b13693091|-0.39|2020-01-14T05:00:00Z
nodeID://b13693092|-0.39|2020-01-14T05:00:00Z
nodeID://b13693093|-0.39|2020-01-14T05:00:00Z
nodeID://b13693094|-0.19|2020-01-14T06:00:00Z
nodeID://b13693095|-0.19|2020-01-14T06:00:00Z
nodeID://b13693096|-0.19|2020-01-14T06:00:00Z
nodeID://b13693097|0.31|2020-01-14T07:00:00Z
nodeID://b13693098|0.31|2020-01-14T07:00:00Z
nodeID://b13693099|0.31|2020-01-14T07:00:00Z
nodeID://b13693100|1.31|2020-01-14T08:00:00Z
nodeID://b13693101|1.31|2020-01-14T08:00:00Z
nodeID://b13693102|1.31|2020-01-14T08:00:00Z
nodeID://b13693103|2.5|2020-01-14T09:00:00Z
nodeID://b13693104|2.5|2020-01-14T09:00:00Z
nodeID://b13693105|2.5|2020-01-14T09:00:00Z
nodeID://b13693106|3.5|2020-01-14T10:00:00Z
nodeID://b13693107|3.5|2020-01-14T10:00:00Z
nodeID://b13693108|3.5|2020-01-14T10:00:00Z
nodeID://b13693109|4.4|2020-01-14T11:00:00Z
nodeID://b13693110|4.4|2020-01-14T11:00:00Z
nodeID://b13693111|4.4|2020-01-14T11:00:00Z
nodeID://b13693112|4.81|2020-01-14T12:00:00Z
nodeID://b13693113|4.81|2020-01-14T12:00:00Z
nodeID://b13693114|4.81|2020-01-14T12:00:00Z
nodeID://b13693115|5.11|2020-01-14T13:00:00Z
nodeID://b13693116|5.11|2020-01-14T13:00:00Z
nodeID://b13693117|5.11|2020-01-14T13:00:00Z
nodeID://b13693118|5.31|2020-01-14T14:00:00Z
nodeID://b13693119|5.31|2020-01-14T14:00:00Z
nodeID://b13693120|5.31|2020-01-14T14:00:00Z
nodeID://b13693122|5.21|2020-01-14T15:00:00Z
nodeID://b13693124|5.21|2020-01-14T15:00:00Z
nodeID://b13693125|5.21|2020-01-14T15:00:00Z
nodeID://b13693126|4.81|2020-01-14T16:00:00Z
nodeID://b13693127|4.81|2020-01-14T16:00:00Z
nodeID://b13693128|4.81|2020-01-14T16:00:00Z
nodeID://b13693129|4|2020-01-14T17:00:00Z
nodeID://b13693130|4|2020-01-14T17:00:00Z
nodeID://b13693131|4|2020-01-14T17:00:00Z
nodeID://b13693132|3.61|2020-01-14T18:00:00Z
nodeID://b13693133|3.61|2020-01-14T18:00:00Z
nodeID://b13693136|3.61|2020-01-14T18:00:00Z
nodeID://b13693139|3.71|2020-01-14T19:00:00Z
nodeID://b13693142|3.71|2020-01-14T19:00:00Z
nodeID://b13693145|3.71|2020-01-14T19:00:00Z
nodeID://b13693148|3.71|2020-01-14T20:00:00Z
nodeID://b13693151|3.71|2020-01-14T20:00:00Z
nodeID://b13693154|3.71|2020-01-14T20:00:00Z
nodeID://b13693157|3.71|2020-01-14T21:00:00Z
nodeID://b13693160|3.71|2020-01-14T21:00:00Z
nodeID://b13693163|3.71|2020-01-14T21:00:00Z
nodeID://b13693166|3.71|2020-01-14T22:00:00Z
nodeID://b13693169|3.71|2020-01-14T22:00:00Z
nodeID://b13693172|3.71|2020-01-14T22:00:00Z
nodeID://b13693175|3.5|2020-01-14T23:00:00Z
nodeID://b13693178|3.5|2020-01-14T23:00:00Z
nodeID://b13693181|3.5|2020-01-14T23:00:00Z
nodeID://b13708994|3.61|2020-01-15T00:00:00Z
nodeID://b13708995|3.61|2020-01-15T00:00:00Z
nodeID://b13708996|3.61|2020-01-15T00:00:00Z
nodeID://b13708997|3.71|2020-01-15T01:00:00Z
nodeID://b13708998|3.71|2020-01-15T01:00:00Z
nodeID://b13708999|3.71|2020-01-15T01:00:00Z
nodeID://b13709000|3.4|2020-01-15T02:00:00Z
nodeID://b13709001|3.4|2020-01-15T02:00:00Z
nodeID://b13709002|3.4|2020-01-15T02:00:00Z
nodeID://b13709003|3.61|2020-01-15T03:00:00Z
nodeID://b13709004|3.61|2020-01-15T03:00:00Z
nodeID://b13709005|3.61|2020-01-15T03:00:00Z
nodeID://b13709006|3.5|2020-01-15T04:00:00Z
nodeID://b13709007|3.5|2020-01-15T04:00:00Z
nodeID://b13709008|3.5|2020-01-15T04:00:00Z
nodeID://b13709009|3.21|2020-01-15T05:00:00Z
nodeID://b13709010|3.21|2020-01-15T05:00:00Z
nodeID://b13709011|3.21|2020-01-15T05:00:00Z
nodeID://b13709012|3|2020-01-15T06:00:00Z
nodeID://b13709013|3|2020-01-15T06:00:00Z
nodeID://b13709014|3|2020-01-15T06:00:00Z
nodeID://b13709015|3.61|2020-01-15T07:00:00Z
nodeID://b13709016|3.61|2020-01-15T07:00:00Z
nodeID://b13709017|3.61|2020-01-15T07:00:00Z
nodeID://b13709018|4.9|2020-01-15T08:00:00Z
nodeID://b13709019|4.9|2020-01-15T08:00:00Z
nodeID://b13709020|4.9|2020-01-15T08:00:00Z
nodeID://b13709021|5.61|2020-01-15T09:00:00Z
nodeID://b13709022|5.61|2020-01-15T09:00:00Z
nodeID://b13709023|5.61|2020-01-15T09:00:00Z
nodeID://b13709024|6.21|2020-01-15T10:00:00Z
nodeID://b13709025|6.21|2020-01-15T10:00:00Z
nodeID://b13709026|6.21|2020-01-15T10:00:00Z
nodeID://b13709027|6.61|2020-01-15T11:00:00Z
nodeID://b13709028|6.61|2020-01-15T11:00:00Z
nodeID://b13709030|6.61|2020-01-15T11:00:00Z
nodeID://b13709032|6.61|2020-01-15T12:00:00Z
nodeID://b13709033|6.61|2020-01-15T12:00:00Z
nodeID://b13709034|6.61|2020-01-15T12:00:00Z
nodeID://b13709035|6.71|2020-01-15T13:00:00Z
nodeID://b13709036|6.71|2020-01-15T13:00:00Z
nodeID://b13709037|6.71|2020-01-15T13:00:00Z
nodeID://b13709038|6.71|2020-01-15T14:00:00Z
nodeID://b13709039|6.71|2020-01-15T14:00:00Z
nodeID://b13709040|6.71|2020-01-15T14:00:00Z
nodeID://b13709041|6.5|2020-01-15T15:00:00Z
