result|value|timestamp
nodeID://b15536274|10.5|2020-04-25T00:00:00Z
nodeID://b15536275|10.5|2020-04-25T00:00:00Z
nodeID://b15536276|10.5|2020-04-25T00:00:00Z
nodeID://b15536278|9.61|2020-04-25T01:00:00Z
nodeID://b15536279|9.61|2020-04-25T01:00:00Z
nodeID://b15536280|9.61|2020-04-25T01:00:00Z
nodeID://b15536282|9.4|2020-04-25T02:00:00Z
nodeID://b15536283|9.4|2020-04-25T02:00:00Z
nodeID://b15536284|9.4|2020-04-25T02:00:00Z
nodeID://b15536285|9.31|2020-04-25T03:00:00Z
nodeID://b15536286|9.31|2020-04-25T03:00:00Z
nodeID://b15536287|9.31|2020-04-25T03:00:00Z
nodeID://b15536289|12|2020-04-25T04:00:00Z
nodeID://b15536290|12|2020-04-25T04:00:00Z
nodeID://b15536291|12|2020-04-25T04:00:00Z
nodeID://b15536293|15.9|2020-04-25T05:00:00Z
nodeID://b15536294|15.9|2020-04-25T05:00:00Z
nodeID://b15536297|15.9|2020-04-25T05:00:00Z
nodeID://b15536300|18.21|2020-04-25T06:00:00Z
nodeID://b15536301|18.21|2020-04-25T06:00:00Z
nodeID://b15536302|18.21|2020-04-25T06:00:00Z
nodeID://b15536303|19.81|2020-04-25T07:00:00Z
nodeID://b15536304|19.81|2020-04-25T07:00:00Z
nodeID://b15536305|19.81|2020-04-25T07:00:00Z
nodeID://b15536306|21.21|2020-04-25T08:00:00Z
nodeID://b15536307|21.21|2020-04-25T08:00:00Z
nodeID://b15536308|21.21|2020-04-25T08:00:00Z
nodeID://b15536309|22.5|2020-04-25T09:00:00Z
nodeID://b15536310|22.5|2020-04-25T09:00:00Z
nodeID://b15536311|22.5|2020-04-25T09:00:00Z
nodeID://b15536312|23.71|2020-04-25T10:00:00Z
nodeID://b15536313|23.71|2020-04-25T10:00:00Z
nodeID://b15536314|23.71|2020-04-25T10:00:00Z
nodeID://b15536315|24.71|2020-04-25T11:00:00Z
nodeID://b15536316|24.71|2020-04-25T11:00:00Z
nodeID://b15536317|24.71|2020-04-25T11:00:00Z
nodeID://b15536318|25.31|2020-04-25T12:00:00Z
nodeID://b15536319|25.31|2020-04-25T12:00:00Z
nodeID://b15536320|25.31|2020-04-25T12:00:00Z
nodeID://b15536321|25.81|2020-04-25T13:00:00Z
nodeID://b15536322|25.81|2020-04-25T13:00:00Z
nodeID://b15536323|25.81|2020-04-25T13:00:00Z
nodeID://b15536326|25.61|2020-04-25T14:00:00Z
nodeID://b15536331|25.61|2020-04-25T14:00:00Z
nodeID://b15536335|25.61|2020-04-25T14:00:00Z
nodeID://b15536338|24.11|2020-04-25T15:00:00Z
nodeID://b15536341|24.11|2020-04-25T15:00:00Z
nodeID://b15536344|24.11|2020-04-25T15:00:00Z
nodeID://b15536347|22.61|2020-04-25T16:00:00Z
nodeID://b15536350|22.61|2020-04-25T16:00:00Z
nodeID://b15536353|22.61|2020-04-25T16:00:00Z
nodeID://b15536356|19.4|2020-04-25T17:00:00Z
nodeID://b15536359|19.4|2020-04-25T17:00:00Z
nodeID://b15536362|19.4|2020-04-25T17:00:00Z
nodeID://b15536365|17.31|2020-04-25T18:00:00Z
nodeID://b15536368|17.31|2020-04-25T18:00:00Z
nodeID://b15536371|17.31|2020-04-25T18:00:00Z
nodeID://b15536374|15.21|2020-04-25T19:00:00Z
nodeID://b15536377|15.21|2020-04-25T19:00:00Z
nodeID://b15536380|15.21|2020-04-25T19:00:00Z
nodeID://b15536383|14.61|2020-04-25T20:00:00Z
nodeID://b15536386|14.61|2020-04-25T20:00:00Z
nodeID://b15536389|14.61|2020-04-25T20:00:00Z
nodeID://b15536392|12.81|2020-04-25T21:00:00Z
nodeID://b15536395|12.81|2020-04-25T21:00:00Z
nodeID://b15536398|12.81|2020-04-25T21:00:00Z
nodeID://b15536401|11.61|2020-04-25T22:00:00Z
nodeID://b15536404|11.61|2020-04-25T22:00:00Z
nodeID://b15536409|11.61|2020-04-25T22:00:00Z
nodeID://b15558789|10.81|2020-04-25T23:00:00Z
nodeID://b15558791|10.81|2020-04-25T23:00:00Z
nodeID://b15558794|10.81|2020-04-25T23:00:00Z
nodeID://b15558797|9.9|2020-04-26T00:00:00Z
nodeID://b15558798|9.9|2020-04-26T00:00:00Z
nodeID://b15558799|9.9|2020-04-26T00:00:00Z
nodeID://b15558801|9.21|2020-04-26T01:00:00Z
nodeID://b15558802|9.21|2020-04-26T01:00:00Z
nodeID://b15558803|9.21|2020-04-26T01:00:00Z
nodeID://b15558804|9|2020-04-26T02:00:00Z
nodeID://b15558805|9|2020-04-26T02:00:00Z
nodeID://b15558806|9|2020-04-26T02:00:00Z
nodeID://b15558808|8.61|2020-04-26T03:00:00Z
nodeID://b15558809|8.61|2020-04-26T03:00:00Z
nodeID://b15558810|8.61|2020-04-26T03:00:00Z
nodeID://b15558812|11.11|2020-04-26T04:00:00Z
nodeID://b15558813|11.11|2020-04-26T04:00:00Z
nodeID://b15558814|11.11|2020-04-26T04:00:00Z
nodeID://b15558818|14.31|2020-04-26T05:00:00Z
nodeID://b15558820|14.31|2020-04-26T05:00:00Z
nodeID://b15558821|14.31|2020-04-26T05:00:00Z
nodeID://b15558822|17.21|2020-04-26T06:00:00Z
nodeID://b15558823|17.21|2020-04-26T06:00:00Z
nodeID://b15558824|17.21|2020-04-26T06:00:00Z
nodeID://b15558825|19.4|2020-04-26T07:00:00Z
nodeID://b15558826|19.4|2020-04-26T07:00:00Z
nodeID://b15558827|19.4|2020-04-26T07:00:00Z
nodeID://b15558828|20.61|2020-04-26T08:00:00Z
nodeID://b15558829|20.61|2020-04-26T08:00:00Z
nodeID://b15558830|20.61|2020-04-26T08:00:00Z
nodeID://b15558831|21.61|2020-04-26T09:00:00Z
nodeID://b15558832|21.61|2020-04-26T09:00:00Z
nodeID://b15558833|21.61|2020-04-26T09:00:00Z
nodeID://b15558834|22.11|2020-04-26T10:00:00Z
nodeID://b15558835|22.11|2020-04-26T10:00:00Z
nodeID://b15558836|22.11|2020-04-26T10:00:00Z
nodeID://b15558837|22.71|2020-04-26T11:00:00Z
nodeID://b15558838|22.71|2020-04-26T11:00:00Z
nodeID://b15558839|22.71|2020-04-26T11:00:00Z
nodeID://b15558840|23.5|2020-04-26T12:00:00Z
nodeID://b15558841|23.5|2020-04-26T12:00:00Z
nodeID://b15558842|23.5|2020-04-26T12:00:00Z
nodeID://b15558843|23.21|2020-04-26T13:00:00Z
nodeID://b15558844|23.21|2020-04-26T13:00:00Z
nodeID://b15558849|23.21|2020-04-26T13:00:00Z
nodeID://b15558853|23.81|2020-04-26T14:00:00Z
nodeID://b15558856|23.81|2020-04-26T14:00:00Z
nodeID://b15558859|23.81|2020-04-26T14:00:00Z
nodeID://b15558862|22.81|2020-04-26T15:00:00Z
nodeID://b15558865|22.81|2020-04-26T15:00:00Z
nodeID://b15558868|22.81|2020-04-26T15:00:00Z
nodeID://b15558871|21.4|2020-04-26T16:00:00Z
nodeID://b15558874|21.4|2020-04-26T16:00:00Z
nodeID://b15558877|21.4|2020-04-26T16:00:00Z
nodeID://b15558880|18.5|2020-04-26T17:00:00Z
nodeID://b15558883|18.5|2020-04-26T17:00:00Z
nodeID://b15558886|18.5|2020-04-26T17:00:00Z
nodeID://b15558889|17|2020-04-26T18:00:00Z
nodeID://b15558892|17|2020-04-26T18:00:00Z
nodeID://b15558895|17|2020-04-26T18:00:00Z
nodeID://b15558898|15.9|2020-04-26T19:00:00Z
nodeID://b15558901|15.9|2020-04-26T19:00:00Z
nodeID://b15558904|15.9|2020-04-26T19:00:00Z
nodeID://b15558907|14.71|2020-04-26T20:00:00Z
nodeID://b15558910|14.71|2020-04-26T20:00:00Z
nodeID://b15558913|14.71|2020-04-26T20:00:00Z
nodeID://b15558916|14.4|2020-04-26T21:00:00Z
nodeID://b15558919|14.4|2020-04-26T21:00:00Z
nodeID://b15558922|14.4|2020-04-26T21:00:00Z
nodeID://b15558927|13.4|2020-04-26T22:00:00Z
nodeID://b15558931|13.4|2020-04-26T22:00:00Z
nodeID://b15558934|13.4|2020-04-26T22:00:00Z
nodeID://b15581242|11.9|2020-04-26T23:00:00Z
nodeID://b15581244|11.9|2020-04-26T23:00:00Z
nodeID://b15581246|11.9|2020-04-26T23:00:00Z
nodeID://b15581251|11|2020-04-27T00:00:00Z
nodeID://b15581253|11|2020-04-27T00:00:00Z
nodeID://b15581254|11|2020-04-27T00:00:00Z
nodeID://b15581256|10.21|2020-04-27T01:00:00Z
nodeID://b15581257|10.21|2020-04-27T01:00:00Z
nodeID://b15581258|10.21|2020-04-27T01:00:00Z
nodeID://b15581260|9.81|2020-04-27T02:00:00Z
nodeID://b15581261|9.81|2020-04-27T02:00:00Z
nodeID://b15581262|9.81|2020-04-27T02:00:00Z
nodeID://b15581264|10.31|2020-04-27T03:00:00Z
nodeID://b15581265|10.31|2020-04-27T03:00:00Z
nodeID://b15581266|10.31|2020-04-27T03:00:00Z
nodeID://b15581267|11.5|2020-04-27T04:00:00Z
nodeID://b15581268|11.5|2020-04-27T04:00:00Z
nodeID://b15581269|11.5|2020-04-27T04:00:00Z
nodeID://b15581271|14.31|2020-04-27T05:00:00Z
nodeID://b15581274|14.31|2020-04-27T05:00:00Z
nodeID://b15581276|14.31|2020-04-27T05:00:00Z
nodeID://b15581278|17.21|2020-04-27T06:00:00Z
nodeID://b15581279|17.21|2020-04-27T06:00:00Z
nodeID://b15581280|17.21|2020-04-27T06:00:00Z
nodeID://b15581282|19.71|2020-04-27T07:00:00Z
nodeID://b15581283|19.71|2020-04-27T07:00:00Z
nodeID://b15581284|19.71|2020-04-27T07:00:00Z
nodeID://b15581285|20.81|2020-04-27T08:00:00Z
nodeID://b15581286|20.81|2020-04-27T08:00:00Z
nodeID://b15581287|20.81|2020-04-27T08:00:00Z
nodeID://b15581288|22|2020-04-27T09:00:00Z
nodeID://b15581289|22|2020-04-27T09:00:00Z
nodeID://b15581290|22|2020-04-27T09:00:00Z
nodeID://b15581291|23.11|2020-04-27T10:00:00Z
nodeID://b15581292|23.11|2020-04-27T10:00:00Z
nodeID://b15581293|23.11|2020-04-27T10:00:00Z
nodeID://b15581294|23.9|2020-04-27T11:00:00Z
nodeID://b15581295|23.9|2020-04-27T11:00:00Z
nodeID://b15581296|23.9|2020-04-27T11:00:00Z
nodeID://b15581297|23.81|2020-04-27T12:00:00Z
nodeID://b15581300|23.81|2020-04-27T12:00:00Z
nodeID://b15581304|23.81|2020-04-27T12:00:00Z
nodeID://b15581307|24|2020-04-27T13:00:00Z
nodeID://b15581310|24|2020-04-27T13:00:00Z
nodeID://b15581313|24|2020-04-27T13:00:00Z
nodeID://b15581316|23.21|2020-04-27T14:00:00Z
nodeID://b15581319|23.21|2020-04-27T14:00:00Z
nodeID://b15581322|23.21|2020-04-27T14:00:00Z
nodeID://b15581325|22.5|2020-04-27T15:00:00Z
nodeID://b15581328|22.5|2020-04-27T15:00:00Z
nodeID://b15581331|22.5|2020-04-27T15:00:00Z
nodeID://b15581334|21.31|2020-04-27T16:00:00Z
nodeID://b15581337|21.31|2020-04-27T16:00:00Z
nodeID://b15581340|21.31|2020-04-27T16:00:00Z
nodeID://b15581343|20.21|2020-04-27T17:00:00Z
nodeID://b15581346|20.21|2020-04-27T17:00:00Z
nodeID://b15581349|20.21|2020-04-27T17:00:00Z
nodeID://b15581352|19|2020-04-27T18:00:00Z
nodeID://b15581355|19|2020-04-27T18:00:00Z
nodeID://b15581358|19|2020-04-27T18:00:00Z
nodeID://b15581361|18.11|2020-04-27T19:00:00Z
nodeID://b15581364|18.11|2020-04-27T19:00:00Z
nodeID://b15581367|18.11|2020-04-27T19:00:00Z
nodeID://b15581370|17.4|2020-04-27T20:00:00Z
nodeID://b15581373|17.4|2020-04-27T20:00:00Z
nodeID://b15581376|17.4|2020-04-27T20:00:00Z
nodeID://b15581381|16.5|2020-04-27T21:00:00Z
nodeID://b15581385|16.5|2020-04-27T21:00:00Z
nodeID://b15581388|16.5|2020-04-27T21:00:00Z
nodeID://b15581391|15.31|2020-04-27T22:00:00Z
nodeID://b15581394|15.31|2020-04-27T22:00:00Z
nodeID://b15581397|15.31|2020-04-27T22:00:00Z
nodeID://b15606499|13.9|2020-04-27T23:00:00Z
nodeID://b15606501|13.9|2020-04-27T23:00:00Z
nodeID://b15606503|13.9|2020-04-27T23:00:00Z
nodeID://b15606505|13.11|2020-04-28T00:00:00Z
nodeID://b15606507|13.11|2020-04-28T00:00:00Z
nodeID://b15606510|13.11|2020-04-28T00:00:00Z
nodeID://b15606513|12.71|2020-04-28T01:00:00Z
nodeID://b15606514|12.71|2020-04-28T01:00:00Z
nodeID://b15606515|12.71|2020-04-28T01:00:00Z
nodeID://b15606517|12|2020-04-28T02:00:00Z
nodeID://b15606518|12|2020-04-28T02:00:00Z
nodeID://b15606519|12|2020-04-28T02:00:00Z
nodeID://b15606521|11.5|2020-04-28T03:00:00Z
nodeID://b15606522|11.5|2020-04-28T03:00:00Z
nodeID://b15606523|11.5|2020-04-28T03:00:00Z
nodeID://b15606525|14|2020-04-28T04:00:00Z
nodeID://b15606528|14|2020-04-28T04:00:00Z
nodeID://b15606530|14|2020-04-28T04:00:00Z
nodeID://b15606532|16.31|2020-04-28T05:00:00Z
nodeID://b15606533|16.31|2020-04-28T05:00:00Z
nodeID://b15606534|16.31|2020-04-28T05:00:00Z
nodeID://b15606535|17.21|2020-04-28T06:00:00Z
nodeID://b15606536|17.21|2020-04-28T06:00:00Z
nodeID://b15606537|17.21|2020-04-28T06:00:00Z
nodeID://b15606539|16|2020-04-28T07:00:00Z
nodeID://b15606540|16|2020-04-28T07:00:00Z
nodeID://b15606541|16|2020-04-28T07:00:00Z
nodeID://b15606543|15.31|2020-04-28T08:00:00Z
nodeID://b15606544|15.31|2020-04-28T08:00:00Z
nodeID://b15606545|15.31|2020-04-28T08:00:00Z
nodeID://b15606547|16.81|2020-04-28T09:00:00Z
nodeID://b15606548|16.81|2020-04-28T09:00:00Z
nodeID://b15606549|16.81|2020-04-28T09:00:00Z
nodeID://b15606550|18.9|2020-04-28T10:00:00Z
nodeID://b15606551|18.9|2020-04-28T10:00:00Z
nodeID://b15606554|18.9|2020-04-28T10:00:00Z
nodeID://b15606556|19.81|2020-04-28T11:00:00Z
nodeID://b15606557|19.81|2020-04-28T11:00:00Z
nodeID://b15606558|19.81|2020-04-28T11:00:00Z
nodeID://b15606559|19.31|2020-04-28T12:00:00Z
nodeID://b15606560|19.31|2020-04-28T12:00:00Z
nodeID://b15606561|19.31|2020-04-28T12:00:00Z
nodeID://b15606562|19.21|2020-04-28T13:00:00Z
nodeID://b15606565|19.21|2020-04-28T13:00:00Z
nodeID://b15606568|19.21|2020-04-28T13:00:00Z
nodeID://b15606571|18.9|2020-04-28T14:00:00Z
nodeID://b15606574|18.9|2020-04-28T14:00:00Z
nodeID://b15606577|18.9|2020-04-28T14:00:00Z
nodeID://b15606580|19|2020-04-28T15:00:00Z
nodeID://b15606583|19|2020-04-28T15:00:00Z
nodeID://b15606586|19|2020-04-28T15:00:00Z
nodeID://b15606589|18.71|2020-04-28T16:00:00Z
nodeID://b15606592|18.71|2020-04-28T16:00:00Z
nodeID://b15606595|18.71|2020-04-28T16:00:00Z
nodeID://b15606598|16.9|2020-04-28T17:00:00Z
nodeID://b15606601|16.9|2020-04-28T17:00:00Z
nodeID://b15606604|16.9|2020-04-28T17:00:00Z
nodeID://b15606607|16.11|2020-04-28T18:00:00Z
nodeID://b15606610|16.11|2020-04-28T18:00:00Z
nodeID://b15606613|16.11|2020-04-28T18:00:00Z
nodeID://b15606616|15.11|2020-04-28T19:00:00Z
nodeID://b15606621|15.11|2020-04-28T19:00:00Z
nodeID://b15606625|15.11|2020-04-28T19:00:00Z
nodeID://b15606628|14.31|2020-04-28T20:00:00Z
nodeID://b15606631|14.31|2020-04-28T20:00:00Z
nodeID://b15606634|14.31|2020-04-28T20:00:00Z
nodeID://b15606640|14|2020-04-28T21:00:00Z
nodeID://b15606643|14|2020-04-28T21:00:00Z
nodeID://b15606646|14|2020-04-28T21:00:00Z
nodeID://b15606652|13.71|2020-04-28T22:00:00Z
nodeID://b15606655|13.71|2020-04-28T22:00:00Z
nodeID://b15606658|13.71|2020-04-28T22:00:00Z
nodeID://b15629145|13.5|2020-04-28T23:00:00Z
nodeID://b15629147|13.5|2020-04-28T23:00:00Z
nodeID://b15629149|13.5|2020-04-28T23:00:00Z
nodeID://b15629153|13.4|2020-04-29T00:00:00Z
nodeID://b15629155|13.4|2020-04-29T00:00:00Z
nodeID://b15629158|13.4|2020-04-29T00:00:00Z
nodeID://b15629161|13.11|2020-04-29T01:00:00Z
nodeID://b15629162|13.11|2020-04-29T01:00:00Z
nodeID://b15629163|13.11|2020-04-29T01:00:00Z
nodeID://b15629165|13.11|2020-04-29T02:00:00Z
nodeID://b15629166|13.11|2020-04-29T02:00:00Z
nodeID://b15629167|13.11|2020-04-29T02:00:00Z
nodeID://b15629169|13.11|2020-04-29T03:00:00Z
nodeID://b15629170|13.11|2020-04-29T03:00:00Z
nodeID://b15629173|13.11|2020-04-29T03:00:00Z
nodeID://b15629176|13.61|2020-04-29T04:00:00Z
nodeID://b15629177|13.61|2020-04-29T04:00:00Z
nodeID://b15629178|13.61|2020-04-29T04:00:00Z
nodeID://b15629180|14.4|2020-04-29T05:00:00Z
nodeID://b15629181|14.4|2020-04-29T05:00:00Z
nodeID://b15629182|14.4|2020-04-29T05:00:00Z
nodeID://b15629183|16|2020-04-29T06:00:00Z
nodeID://b15629184|16|2020-04-29T06:00:00Z
nodeID://b15629185|16|2020-04-29T06:00:00Z
nodeID://b15629187|17.4|2020-04-29T07:00:00Z
nodeID://b15629188|17.4|2020-04-29T07:00:00Z
nodeID://b15629189|17.4|2020-04-29T07:00:00Z
nodeID://b15629191|18.31|2020-04-29T08:00:00Z
nodeID://b15629192|18.31|2020-04-29T08:00:00Z
nodeID://b15629193|18.31|2020-04-29T08:00:00Z
nodeID://b15629195|17.71|2020-04-29T09:00:00Z
nodeID://b15629196|17.71|2020-04-29T09:00:00Z
nodeID://b15629199|17.71|2020-04-29T09:00:00Z
nodeID://b15629201|16.71|2020-04-29T10:00:00Z
nodeID://b15629202|16.71|2020-04-29T10:00:00Z
nodeID://b15629203|16.71|2020-04-29T10:00:00Z
nodeID://b15629204|18.81|2020-04-29T11:00:00Z
nodeID://b15629205|18.81|2020-04-29T11:00:00Z
nodeID://b15629206|18.81|2020-04-29T11:00:00Z
nodeID://b15629207|21.11|2020-04-29T12:00:00Z
nodeID://b15629208|21.11|2020-04-29T12:00:00Z
nodeID://b15629209|21.11|2020-04-29T12:00:00Z
nodeID://b15629210|21.71|2020-04-29T13:00:00Z
nodeID://b15629213|21.71|2020-04-29T13:00:00Z
nodeID://b15629216|21.71|2020-04-29T13:00:00Z
nodeID://b15629219|21.11|2020-04-29T14:00:00Z
nodeID://b15629222|21.11|2020-04-29T14:00:00Z
nodeID://b15629225|21.11|2020-04-29T14:00:00Z
nodeID://b15629228|21.5|2020-04-29T15:00:00Z
nodeID://b15629231|21.5|2020-04-29T15:00:00Z
nodeID://b15629234|21.5|2020-04-29T15:00:00Z
nodeID://b15629237|20.5|2020-04-29T16:00:00Z
nodeID://b15629240|20.5|2020-04-29T16:00:00Z
nodeID://b15629243|20.5|2020-04-29T16:00:00Z
nodeID://b15629246|17.31|2020-04-29T17:00:00Z
nodeID://b15629249|17.31|2020-04-29T17:00:00Z
nodeID://b15629252|17.31|2020-04-29T17:00:00Z
nodeID://b15629255|14.9|2020-04-29T18:00:00Z
nodeID://b15629260|14.9|2020-04-29T18:00:00Z
nodeID://b15629264|14.9|2020-04-29T18:00:00Z
nodeID://b15629267|13.4|2020-04-29T19:00:00Z
nodeID://b15629270|13.4|2020-04-29T19:00:00Z
nodeID://b15629273|13.4|2020-04-29T19:00:00Z
nodeID://b15629279|12.31|2020-04-29T20:00:00Z
nodeID://b15629282|12.31|2020-04-29T20:00:00Z
nodeID://b15629285|12.31|2020-04-29T20:00:00Z
nodeID://b15629291|11.61|2020-04-29T21:00:00Z
nodeID://b15629294|11.61|2020-04-29T21:00:00Z
nodeID://b15629297|11.61|2020-04-29T21:00:00Z
nodeID://b15629303|11.31|2020-04-29T22:00:00Z
nodeID://b15629306|11.31|2020-04-29T22:00:00Z
nodeID://b15629309|11.31|2020-04-29T22:00:00Z
nodeID://b15653984|10.61|2020-04-29T23:00:00Z
nodeID://b15653986|10.61|2020-04-29T23:00:00Z
nodeID://b15653988|10.61|2020-04-29T23:00:00Z
nodeID://b15653992|10.11|2020-04-30T00:00:00Z
nodeID://b15653995|10.11|2020-04-30T00:00:00Z
nodeID://b15653997|10.11|2020-04-30T00:00:00Z
nodeID://b15653999|9.9|2020-04-30T01:00:00Z
nodeID://b15654000|9.9|2020-04-30T01:00:00Z
nodeID://b15654001|9.9|2020-04-30T01:00:00Z
nodeID://b15654003|9.71|2020-04-30T02:00:00Z
nodeID://b15654004|9.71|2020-04-30T02:00:00Z
nodeID://b15654005|9.71|2020-04-30T02:00:00Z
nodeID://b15654007|9.81|2020-04-30T03:00:00Z
nodeID://b15654008|9.81|2020-04-30T03:00:00Z
nodeID://b15654009|9.81|2020-04-30T03:00:00Z
nodeID://b15654014|11.21|2020-04-30T04:00:00Z
nodeID://b15654015|11.21|2020-04-30T04:00:00Z
nodeID://b15654016|11.21|2020-04-30T04:00:00Z
nodeID://b15654017|14.81|2020-04-30T05:00:00Z
nodeID://b15654018|14.81|2020-04-30T05:00:00Z
nodeID://b15654019|14.81|2020-04-30T05:00:00Z
nodeID://b15654021|17.5|2020-04-30T06:00:00Z
nodeID://b15654022|17.5|2020-04-30T06:00:00Z
nodeID://b15654023|17.5|2020-04-30T06:00:00Z
nodeID://b15654025|19.81|2020-04-30T07:00:00Z
nodeID://b15654026|19.81|2020-04-30T07:00:00Z
nodeID://b15654027|19.81|2020-04-30T07:00:00Z
nodeID://b15654029|21.11|2020-04-30T08:00:00Z
nodeID://b15654030|21.11|2020-04-30T08:00:00Z
nodeID://b15654031|21.11|2020-04-30T08:00:00Z
nodeID://b15654032|21.81|2020-04-30T09:00:00Z
nodeID://b15654033|21.81|2020-04-30T09:00:00Z
nodeID://b15654036|21.81|2020-04-30T09:00:00Z
nodeID://b15654038|22.61|2020-04-30T10:00:00Z
nodeID://b15654039|22.61|2020-04-30T10:00:00Z
nodeID://b15654040|22.61|2020-04-30T10:00:00Z
nodeID://b15654041|22.5|2020-04-30T11:00:00Z
nodeID://b15654042|22.5|2020-04-30T11:00:00Z
nodeID://b15654043|22.5|2020-04-30T11:00:00Z
nodeID://b15654044|21.9|2020-04-30T12:00:00Z
nodeID://b15654045|21.9|2020-04-30T12:00:00Z
nodeID://b15654046|21.9|2020-04-30T12:00:00Z
nodeID://b15654047|20.71|2020-04-30T13:00:00Z
nodeID://b15654048|20.71|2020-04-30T13:00:00Z
nodeID://b15654051|20.71|2020-04-30T13:00:00Z
nodeID://b15654054|19.61|2020-04-30T14:00:00Z
nodeID://b15654057|19.61|2020-04-30T14:00:00Z
nodeID://b15654060|19.61|2020-04-30T14:00:00Z
nodeID://b15654063|19.11|2020-04-30T15:00:00Z
nodeID://b15654066|19.11|2020-04-30T15:00:00Z
nodeID://b15654069|19.11|2020-04-30T15:00:00Z
nodeID://b15654072|18.81|2020-04-30T16:00:00Z
nodeID://b15654075|18.81|2020-04-30T16:00:00Z
nodeID://b15654078|18.81|2020-04-30T16:00:00Z
nodeID://b15654083|18.4|2020-04-30T17:00:00Z
nodeID://b15654087|18.4|2020-04-30T17:00:00Z
nodeID://b15654090|18.4|2020-04-30T17:00:00Z
nodeID://b15654093|17.71|2020-04-30T18:00:00Z
nodeID://b15654096|17.71|2020-04-30T18:00:00Z
nodeID://b15654099|17.71|2020-04-30T18:00:00Z
nodeID://b15654102|16.5|2020-04-30T19:00:00Z
nodeID://b15654105|16.5|2020-04-30T19:00:00Z
nodeID://b15654108|16.5|2020-04-30T19:00:00Z
nodeID://b15654114|16|2020-04-30T20:00:00Z
nodeID://b15654117|16|2020-04-30T20:00:00Z
nodeID://b15654120|16|2020-04-30T20:00:00Z
nodeID://b15654126|15.81|2020-04-30T21:00:00Z
nodeID://b15654129|15.81|2020-04-30T21:00:00Z
nodeID://b15654132|15.81|2020-04-30T21:00:00Z
nodeID://b15654138|14|2020-04-30T22:00:00Z
nodeID://b15654141|14|2020-04-30T22:00:00Z
nodeID://b15654144|14|2020-04-30T22:00:00Z
nodeID://b15676894|11.9|2020-04-30T23:00:00Z
nodeID://b15676896|11.9|2020-04-30T23:00:00Z
nodeID://b15676898|11.9|2020-04-30T23:00:00Z
nodeID://b15676903|11.4|2020-05-01T00:00:00Z
nodeID://b15676905|11.4|2020-05-01T00:00:00Z
nodeID://b15676906|11.4|2020-05-01T00:00:00Z
nodeID://b15676908|10.4|2020-05-01T01:00:00Z
nodeID://b15676909|10.4|2020-05-01T01:00:00Z
nodeID://b15676910|10.4|2020-05-01T01:00:00Z
nodeID://b15676912|9.9|2020-05-01T02:00:00Z
nodeID://b15676913|9.9|2020-05-01T02:00:00Z
nodeID://b15676914|9.9|2020-05-01T02:00:00Z
nodeID://b15676916|10|2020-05-01T03:00:00Z
nodeID://b15676919|10|2020-05-01T03:00:00Z
nodeID://b15676921|10|2020-05-01T03:00:00Z
nodeID://b15676922|12.4|2020-05-01T04:00:00Z
nodeID://b15676923|12.4|2020-05-01T04:00:00Z
nodeID://b15676924|12.4|2020-05-01T04:00:00Z
nodeID://b15676926|14.71|2020-05-01T05:00:00Z
nodeID://b15676927|14.71|2020-05-01T05:00:00Z
nodeID://b15676928|14.71|2020-05-01T05:00:00Z
nodeID://b15676930|17.81|2020-05-01T06:00:00Z
nodeID://b15676931|17.81|2020-05-01T06:00:00Z
nodeID://b15676932|17.81|2020-05-01T06:00:00Z
nodeID://b15676934|19.9|2020-05-01T07:00:00Z
nodeID://b15676935|19.9|2020-05-01T07:00:00Z
nodeID://b15676936|19.9|2020-05-01T07:00:00Z
nodeID://b15676937|21.11|2020-05-01T08:00:00Z
nodeID://b15676938|21.11|2020-05-01T08:00:00Z
nodeID://b15676939|21.11|2020-05-01T08:00:00Z
nodeID://b15676942|21.9|2020-05-01T09:00:00Z
nodeID://b15676944|21.9|2020-05-01T09:00:00Z
nodeID://b15676945|21.9|2020-05-01T09:00:00Z
nodeID://b15676946|22.21|2020-05-01T10:00:00Z
nodeID://b15676947|22.21|2020-05-01T10:00:00Z
nodeID://b15676948|22.21|2020-05-01T10:00:00Z
nodeID://b15676949|22.5|2020-05-01T11:00:00Z
nodeID://b15676950|22.5|2020-05-01T11:00:00Z
nodeID://b15676951|22.5|2020-05-01T11:00:00Z
nodeID://b15676952|22.61|2020-05-01T12:00:00Z
nodeID://b15676953|22.61|2020-05-01T12:00:00Z
nodeID://b15676954|22.61|2020-05-01T12:00:00Z
nodeID://b15676955|21.4|2020-05-01T13:00:00Z
nodeID://b15676958|21.4|2020-05-01T13:00:00Z
nodeID://b15676961|21.4|2020-05-01T13:00:00Z
nodeID://b15676964|20.4|2020-05-01T14:00:00Z
nodeID://b15676967|20.4|2020-05-01T14:00:00Z
nodeID://b15676970|20.4|2020-05-01T14:00:00Z
nodeID://b15676973|19.71|2020-05-01T15:00:00Z
nodeID://b15676976|19.71|2020-05-01T15:00:00Z
nodeID://b15676979|19.71|2020-05-01T15:00:00Z
nodeID://b15676982|19|2020-05-01T16:00:00Z
nodeID://b15676987|19|2020-05-01T16:00:00Z
nodeID://b15676991|19|2020-05-01T16:00:00Z
nodeID://b15676994|17.5|2020-05-01T17:00:00Z
nodeID://b15676997|17.5|2020-05-01T17:00:00Z
