,irri_values_1464,duration_1464,irri_type_1464,irri_values_1700,duration_1700,irri_type_1700,irri_values_1702,duration_1702,irri_type_1702,irri_values_2079,duration_2079,irri_type_2079,irri_values_2275,duration_2275,irri_type_2275,irri_values_2547,duration_2547,irri_type_2547,irri_values_2811,duration_2811,irri_type_2811,irri_values_3097,duration_3097,irri_type_3097,irri_values_3232,duration_3232,irri_type_3232,irri_values_4351,duration_4351,irri_type_4351,irri_values_4674,duration_4674,irri_type_4674,irri_values_6275,duration_6275,irri_type_6275,irri_values_7018,duration_7018,irri_type_7018,irri_values_8946,duration_8946,irri_type_8946,irri_values_11309,duration_11309,irri_type_11309,irri_values_12255,duration_12255,irri_type_12255,irri_values_12694,duration_12694,irri_type_12694,irri_values_13281,duration_13281,irri_type_13281,irri_values_13631,duration_13631,irri_type_13631,irri_values_13743,duration_13743,irri_type_13743,irri_values_13985,duration_13985,irri_type_13985,irri_values_14043,duration_14043,irri_type_14043,irri_values_14192,duration_14192,irri_type_14192,irri_values_14724,duration_14724,irri_type_14724,irri_values_14771,duration_14771,irri_type_14771,irri_values_15539,duration_15539,irri_type_15539,irri_values_16128,duration_16128,irri_type_16128,irri_values_16427,duration_16427,irri_type_16427,irri_values_17052,duration_17052,irri_type_17052,irri_values_17215,duration_17215,irri_type_17215,irri_values_17826,duration_17826,irri_type_17826,irri_values_18069,duration_18069,irri_type_18069,irri_values_18366,duration_18366,irri_type_18366,irri_values_18454,duration_18454,irri_type_18454,irri_values_19939,duration_19939,irri_type_19939,irri_values_20108,duration_20108,irri_type_20108,irri_values_20163,duration_20163,irri_type_20163,irri_values_20693,duration_20693,irri_type_20693,irri_values_22368,duration_22368,irri_type_22368,irri_values_22603,duration_22603,irri_type_22603,irri_values_23280,duration_23280,irri_type_23280,irri_values_23309,duration_23309,irri_type_23309,irri_values_23350,duration_23350,irri_type_23350,irri_values_23363,duration_23363,irri_type_23363,irri_values_23571,duration_23571,irri_type_23571,irri_values_23572,duration_23572,irri_type_23572,irri_values_27029,duration_27029,irri_type_27029,irri_values_27296,duration_27296,irri_type_27296,irri_values_27297,duration_27297,irri_type_27297,irri_values_28028,duration_28028,irri_type_28028,irri_values_28270,duration_28270,irri_type_28270,irri_values_28767,duration_28767,irri_type_28767,irri_values_29796,duration_29796,irri_type_29796,irri_values_29948,duration_29948,irri_type_29948,irri_values_30191,duration_30191,irri_type_30191,irri_values_30836,duration_30836,irri_type_30836,irri_values_31310,duration_31310,irri_type_31310,irri_values_31805,duration_31805,irri_type_31805,irri_values_31806,duration_31806,irri_type_31806,irri_values_32203,duration_32203,irri_type_32203,irri_values_33269,duration_33269,irri_type_33269,irri_values_33406,duration_33406,irri_type_33406,irri_values_34021,duration_34021,irri_type_34021,irri_values_34784,duration_34784,irri_type_34784,irri_values_34866,duration_34866,irri_type_34866,irri_values_34992,duration_34992,irri_type_34992,irri_values_35489,duration_35489,irri_type_35489,irri_values_35542,duration_35542,irri_type_35542,irri_values_35550,duration_35550,irri_type_35550,irri_values_35644,duration_35644,irri_type_35644,irri_values_35728,duration_35728,irri_type_35728
2019-01-01,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,"Impianto a goccia,Manichetta",0.0,0.0,Scorrimento motore,0.0,0.0,Ala gocciolante,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,"Manichetta,Rotolone soprachioma",0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta
2019-01-02,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,"Impianto a goccia,Manichetta",0.0,0.0,Scorrimento motore,0.0,0.0,Ala gocciolante,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,"Manichetta,Rotolone soprachioma",0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta
2019-01-03,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,"Impianto a goccia,Manichetta",0.0,0.0,Scorrimento motore,0.0,0.0,Ala gocciolante,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,"Manichetta,Rotolone soprachioma",0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta
2019-01-04,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,"Impianto a goccia,Manichetta",0.0,0.0,Scorrimento motore,0.0,0.0,Ala gocciolante,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,"Manichetta,Rotolone soprachioma",0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta
2019-01-05,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,"Impianto a goccia,Manichetta",0.0,0.0,Scorrimento motore,0.0,0.0,Ala gocciolante,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,"Manichetta,Rotolone soprachioma",0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta
2019-01-06,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,"Impianto a goccia,Manichetta",0.0,0.0,Scorrimento motore,0.0,0.0,Ala gocciolante,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,"Manichetta,Rotolone soprachioma",0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta
2019-01-07,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,"Impianto a goccia,Manichetta",0.0,0.0,Scorrimento motore,0.0,0.0,Ala gocciolante,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,"Manichetta,Rotolone soprachioma",0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta
2019-01-08,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,"Impianto a goccia,Manichetta",0.0,0.0,Scorrimento motore,0.0,0.0,Ala gocciolante,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,"Manichetta,Rotolone soprachioma",0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta
2019-01-09,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,"Impianto a goccia,Manichetta",0.0,0.0,Scorrimento motore,0.0,0.0,Ala gocciolante,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,"Manichetta,Rotolone soprachioma",0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta,0.0,0.0,Ala gocciolante,0.0,0.0,Rotolone sottochioma,0.0,0.0,Rotolone sottochioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a goccia,0.0,0.0,Impianto a goccia,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Impianto a pioggia fisso,0.0,0.0,Rotolone soprachioma,0.0,0.0,Rotolone soprachioma,0.0,0.0,Manichetta
