fieldUri|geometry|canalUri|cropUri|farmerUri|cropLabel
http://swamp-project.org/cbec/field_25878|{"type":"MultiPolygon","coordinates":[[[[10.5370030139141,44.7799638083586],[10.5386176245096,44.7821711858917],[10.53912969752,44.7820041077974],[10.5377051940927,44.7797269743771],[10.5370030139141,44.7799638083586]]]]}|http://swamp-project.org/cbec/canal_BBE082|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_90000531|PRATO STABILE
http://swamp-project.org/cbec/field_24469|{"type":"MultiPolygon","coordinates":[[[[10.5096954983653,44.7955785248644],[10.5099230811509,44.7954992071789],[10.5100611083883,44.7955082835125],[10.5092110408136,44.7940260435037],[10.509772188958,44.7938224033907],[10.5087141177558,44.7919940674131],[10.5086222945682,44.791995280406],[10.508283906477,44.791934342138],[10.5081886775491,44.791804784221],[10.5079897279044,44.7918074113552],[10.5072098001473,44.7918395095626],[10.5085923617705,44.7943721575949],[10.5092454098042,44.7953446453961],[10.5095359158417,44.7953299046545],[10.5096954983653,44.7955785248644]]]]}|http://swamp-project.org/cbec/canal_BBE236|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_240043|PRATO STABILE
http://swamp-project.org/cbec/field_5288|{"type":"MultiPolygon","coordinates":[[[[10.6756038737382,44.6882807814924],[10.675087016286,44.6873431856621],[10.6732793375883,44.6878680533045],[10.6738240444041,44.6889370011742],[10.6756038737382,44.6882807814924]]],[[[10.6761489097696,44.6881066608451],[10.6764110629328,44.6880082949909],[10.6758977955669,44.6870563292091],[10.6756594775868,44.6871457516334],[10.6761489097696,44.6881066608451]]]]}|http://swamp-project.org/cbec/canal_I3151|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_21415|PRATO STABILE
http://swamp-project.org/cbec/field_26492|{"type":"MultiPolygon","coordinates":[[[[10.549454711736,44.8010342033812],[10.5471481846889,44.8017457706279],[10.545282906294,44.7996822014349],[10.5481209373998,44.7988567530916],[10.5486524414586,44.7997248967174],[10.5475994617197,44.8000237628121],[10.5476997455118,44.8001162686705],[10.5470679576315,44.8003368589683],[10.5473186671036,44.8007353424992],[10.5479303981847,44.8005859115189],[10.5480407092349,44.8007638062465],[10.5491137468681,44.8004791748365],[10.549454711736,44.8010342033812]]]]}|http://swamp-project.org/cbec/canal_BBE133|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_116580|PRATO STABILE
http://swamp-project.org/cbec/field_1027|{"type":"MultiPolygon","coordinates":[[[[10.6480279984197,44.7558146620961],[10.6490641674062,44.7556775486339],[10.6485022331898,44.7536008722486],[10.647421096626,44.7537630604792],[10.6480279984197,44.7558146620961]]]]}|http://swamp-project.org/cbec/canal_I3138|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_78656|PRATO STABILE
http://swamp-project.org/cbec/field_24627|{"type":"MultiPolygon","coordinates":[[[[10.6011271948743,44.8154980189775],[10.6014342920083,44.8156464740283],[10.6016570006022,44.8157107453525],[10.6019738597474,44.8157557236725],[10.6023035877875,44.8158095064988],[10.6025825888959,44.815855014293],[10.6028179192025,44.8159191062269],[10.6029587266767,44.8159890174426],[10.6029021509728,44.8157696559104],[10.6028422163868,44.8154290312297],[10.6027354124077,44.8152193604998],[10.6026313460502,44.8151084966449],[10.6025330922664,44.8149795792361],[10.6023251194702,44.8149914833977],[10.6020486098469,44.8150357994713],[10.6017666603661,44.8151116419829],[10.6015716793815,44.8151368414666],[10.6012799386635,44.8150870168528],[10.6010915158528,44.815121109505],[10.6009215250384,44.8151369715675],[10.6007520311476,44.8151707983022],[10.6005879771222,44.8151730977334],[10.600399305135,44.8151982067894],[10.6003240847378,44.8152172327889],[10.6003379465315,44.8152619682655],[10.6005209301696,44.8152594038968],[10.600747957982,44.8152517289039],[10.6008369161954,44.8152729468062],[10.6009064480498,44.8152764650763],[10.6011244318017,44.8151700707186],[10.6013702641471,44.8151576378684],[10.601447597373,44.8152149620864],[10.6014066609508,44.8153323534233],[10.6012772628909,44.8154464921812],[10.6012772628909,44.8154464921812],[10.6011271948743,44.8154980189775]]]]}|http://swamp-project.org/cbec/canal_BBE473|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_91265902|PRATO STABILE
http://swamp-project.org/cbec/field_20645|{"type":"MultiPolygon","coordinates":[[[[10.6978076773361,44.6131632218923],[10.6977344458318,44.6136629754658],[10.697571098957,44.6139720428134],[10.6977868702231,44.6139752753849],[10.6981142236799,44.6139785945536],[10.6986708040636,44.6139863503631],[10.6986909829004,44.6139381755656],[10.6987553461442,44.6137768870681],[10.698839337997,44.6135972118993],[10.6989694161773,44.6133599564556],[10.6991242632961,44.6131250330282],[10.6993079442479,44.6129540468487],[10.699365386586,44.6128277899256],[10.6993955708793,44.612695997071],[10.6994717619903,44.6125125664948],[10.6993701234828,44.6123694453036],[10.6989206057382,44.6125933037044],[10.698171849887,44.61298177343],[10.6978076773361,44.6131632218923]]],[[[10.6985404369672,44.6140247318787],[10.6973887661371,44.6140056104158],[10.6973685144079,44.6140285972346],[10.6972271584664,44.6141948101885],[10.69688899006,44.6145835138011],[10.6966501758713,44.6148595743677],[10.6965721478713,44.6151204376207],[10.6970697960861,44.6158265330157],[10.6977494231614,44.6158031976546],[10.697816677488,44.615763514383],[10.697954405208,44.6151099563625],[10.6980980419199,44.6149852477274],[10.6982969719194,44.6148560594421],[10.6983852977507,44.6147570193394],[10.6984425225342,44.6145037079913],[10.6985404369672,44.6140247318787]]]]}|http://swamp-project.org/cbec/canal_A5044|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_92361099|PRATO STABILE
http://swamp-project.org/cbec/field_24362|{"type":"MultiPolygon","coordinates":[[[[10.4914449770518,44.8141657746161],[10.4931009743876,44.8138481071943],[10.4928896126397,44.8134650347794],[10.4914067387828,44.8137306154223],[10.4914449770518,44.8141657746161]]]]}|http://swamp-project.org/cbec/canal_BBE525|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_90742517|PRATO STABILE
http://swamp-project.org/cbec/field_938|{"type":"MultiPolygon","coordinates":[[[[10.6726319997707,44.7078000334841],[10.6735386353449,44.7075587251652],[10.673090249604,44.7066613367105],[10.672727319728,44.7067480910033],[10.6727182494292,44.7068296615658],[10.6721831572042,44.7068863606458],[10.6721831572042,44.7068863606458],[10.6726319997707,44.7078000334841]]]]}|http://swamp-project.org/cbec/canal_I3124|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_12029|PRATO STABILE
http://swamp-project.org/cbec/field_26391|{"type":"MultiPolygon","coordinates":[[[[10.4902014247702,44.7872433092403],[10.492215985814,44.7868982640953],[10.4929161221058,44.7869289566194],[10.491303560033,44.7840547949419],[10.491044109571,44.7841179464643],[10.4910874517898,44.7847150198807],[10.4899129904731,44.7847303476473],[10.4898945189679,44.7847372290565],[10.4902014247702,44.7872433092403]]]]}|http://swamp-project.org/cbec/canal_BBE101|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_90721256|PRATO STABILE
http://swamp-project.org/cbec/field_18863|{"type":"MultiPolygon","coordinates":[[[[10.7535629762224,44.6012195579843],[10.7551065581563,44.6007872120012],[10.7546399528201,44.5998374563075],[10.7542588309658,44.5999234864327],[10.7537771147011,44.5988317134104],[10.7527633944525,44.5990671112833],[10.7535629762224,44.6012195579843]]]]}|http://swamp-project.org/cbec/canal_I7093|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_92343316|PRATO STABILE
http://swamp-project.org/cbec/field_25637|{"type":"MultiPolygon","coordinates":[[[[10.4099338279343,44.6133131064335],[10.409642870271,44.6125980426151],[10.4093788699509,44.6126645422347],[10.4091835483672,44.6129084203986],[10.409136659828,44.6129664913076],[10.4090735394168,44.6130190132081],[10.4086842672765,44.6132307876458],[10.4086697026828,44.6132942089289],[10.4088274483228,44.6134934867145],[10.4099338279343,44.6133131064335]]]]}|http://swamp-project.org/cbec/canal_CE153|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_91062324|PRATO STABILE
http://swamp-project.org/cbec/field_24391|{"type":"MultiPolygon","coordinates":[[[[10.522258227896,44.7751437921036],[10.5231811810111,44.7760717778354],[10.5239356314817,44.7758410045776],[10.523614026177,44.7752143088258],[10.5239175236077,44.7751210739618],[10.5237164372232,44.774725998498],[10.5233789784469,44.7748276535134],[10.522258227896,44.7751437921036]]]]}|http://swamp-project.org/cbec/canal_BBE213|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_220856|PRATO STABILE
http://swamp-project.org/cbec/field_24427|{"type":"MultiPolygon","coordinates":[[[[10.5225716466211,44.7733090644941],[10.5216849278426,44.7735679796091],[10.5209621028498,44.7724619281634],[10.518466932788,44.7731166172961],[10.5188737029471,44.7733957440608],[10.5202160192027,44.7732730550558],[10.5221138476513,44.7750897718983],[10.5233341067033,44.7747215760711],[10.5225716466211,44.7733090644941]]]]}|http://swamp-project.org/cbec/canal_BBE213|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_91013079|PRATO STABILE
http://swamp-project.org/cbec/field_11081|{"type":"MultiPolygon","coordinates":[[[[10.70557379371,44.7334012988435],[10.7072363065548,44.7332135817106],[10.7069370114467,44.7319720642887],[10.7060018003531,44.7320267580801],[10.705381552153,44.731913866347],[10.70557379371,44.7334012988435]]]]}|http://swamp-project.org/cbec/canal_I3103|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_92331556|PRATO STABILE
http://swamp-project.org/cbec/field_26088|{"type":"MultiPolygon","coordinates":[[[[10.5558563745914,44.8021482773925],[10.5577936948383,44.8053596094007],[10.5588800054238,44.8050225601278],[10.5586442916102,44.8046353248219],[10.5593180786716,44.8044781934845],[10.5591439391914,44.8041951852924],[10.558790542184,44.8042969088279],[10.5571998928269,44.8016735829669],[10.5558563745914,44.8021482773925]]]]}|http://swamp-project.org/cbec/canal_BBE618|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_90740128|PRATO STABILE
http://swamp-project.org/cbec/field_24454|{"type":"MultiPolygon","coordinates":[[[[10.5593364584205,44.7995901159971],[10.5592287075611,44.7996358350344],[10.5595917494377,44.800256933588],[10.5598835523043,44.800200033109],[10.559797427817,44.800011083911],[10.559893721133,44.799997811437],[10.5596475265071,44.7996016521914],[10.5601385055192,44.7994263908931],[10.5603944125074,44.7998696323211],[10.560269218509,44.7999429846827],[10.5606029167332,44.8003756123349],[10.5607405514854,44.8003399599062],[10.560348919194,44.7992695493004],[10.5593364584205,44.7995901159971]]]]}|http://swamp-project.org/cbec/canal_BBE618|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_90730072|PRATO STABILE
http://swamp-project.org/cbec/field_26493|{"type":"MultiPolygon","coordinates":[[[[10.5535310669183,44.8076455520825],[10.5545961907687,44.8096068452802],[10.5567501662788,44.8091283922697],[10.5548088850948,44.8073021455554],[10.5535310669183,44.8076455520825]]]]}|http://swamp-project.org/cbec/canal_BBE176|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_220252|PRATO STABILE
http://swamp-project.org/cbec/field_33167|{"type":"MultiPolygon","coordinates":[[[[10.5496377977971,44.8006942508943],[10.5514489056014,44.8001780983798],[10.5502311846794,44.7981181037888],[10.5483888568896,44.7986781575667],[10.549106797629,44.7998744260202],[10.5496498784127,44.7997673849382],[10.5499678765068,44.8001418142136],[10.5493976058363,44.8002791268826],[10.5496377977971,44.8006942508943]]]]}|http://swamp-project.org/cbec/canal_BBE133|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_116580|PRATO STABILE
http://swamp-project.org/cbec/field_33169|{"type":"MultiPolygon","coordinates":[[[[10.5591863930769,44.7995953273077],[10.5603321197914,44.7992496980237],[10.5598413543563,44.7979058635842],[10.5584428968816,44.7983040235288],[10.5591863930769,44.7995953273077]]]]}|http://swamp-project.org/cbec/canal_BBE618|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_90707907|PRATO STABILE
http://swamp-project.org/cbec/field_33168|{"type":"MultiPolygon","coordinates":[[[[10.5481422013167,44.7949193509628],[10.5479850935379,44.7949936590584],[10.5478084172727,44.7950709057609],[10.5475520783379,44.795180756896],[10.547326187857,44.7952752155027],[10.5472430780478,44.7953146002327],[10.5471765764162,44.7953576127815],[10.5469970693826,44.795487036455],[10.5468669108939,44.795590135592],[10.5468149263594,44.7956351838046],[10.5467912669778,44.7956917940785],[10.5467245391717,44.7957822142248],[10.5467003099462,44.7958264903845],[10.5466840546637,44.7958838825588],[10.5466866287375,44.7959736161468],[10.5467299274795,44.7960709990496],[10.546779379194,44.7961710622279],[10.5468359158284,44.7963067945665],[10.5468210541135,44.7963344791195],[10.5468765563337,44.796425332222],[10.5473824230798,44.797256425946],[10.5478474413057,44.7971341239126],[10.5483535539926,44.7970082831594],[10.5486896385322,44.7968969977902],[10.5487430264683,44.7968784317339],[10.5490918999757,44.7967528115194],[10.5481422013167,44.7949193509628]]]]}|http://swamp-project.org/cbec/canal_BBE133|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_116580|PRATO STABILE
http://swamp-project.org/cbec/field_26187|{"type":"MultiPolygon","coordinates":[[[[10.542270531121,44.8008800068304],[10.5435962363141,44.8005665960724],[10.5445981079075,44.8003347835091],[10.5454639025751,44.8000650571057],[10.5451449473719,44.7996372237731],[10.5445371111546,44.7998164935843],[10.5441997869167,44.7994690341915],[10.5436683962365,44.7987204128199],[10.5430611906479,44.7988916849526],[10.5435753851892,44.799716521688],[10.5428043905767,44.7999548588836],[10.5422824848303,44.7991849169727],[10.5414169138529,44.7994696130825],[10.542270531121,44.8008800068304]]]]}|http://swamp-project.org/cbec/canal_BBE656|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_90738410|PRATO STABILE
http://swamp-project.org/cbec/field_25134|{"type":"MultiPolygon","coordinates":[[[[10.511616031014,44.7082975600527],[10.5106681233325,44.706452728812],[10.5095537420032,44.7068562163898],[10.5103127488604,44.7084258746339],[10.5113219267127,44.7083014523538],[10.511616031014,44.7082975600527]]]]}|http://swamp-project.org/cbec/canal_CE155|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_91027656|PRATO STABILE
http://swamp-project.org/cbec/field_868|{"type":"MultiPolygon","coordinates":[[[[10.6727647897733,44.7128065045529],[10.6730373672711,44.7127536489817],[10.6723428839307,44.7116399818385],[10.6719356649663,44.7117762447062],[10.6719356649663,44.7117762447062],[10.6727647897733,44.7128065045529]]]]}|http://swamp-project.org/cbec/canal_I3192|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_56816|PRATO STABILE
http://swamp-project.org/cbec/field_25536|{"type":"MultiPolygon","coordinates":[[[[10.4308825333499,44.6722558635734],[10.4306358579655,44.6707357425502],[10.4301839648121,44.6707414020974],[10.430220669179,44.6708723567873],[10.4302541453606,44.6712124201008],[10.4301670852383,44.6714166051253],[10.4300958804857,44.6715847512854],[10.4299255743219,44.6718078985653],[10.4299608105075,44.6718791379299],[10.4299966341308,44.6719742634343],[10.4301240736978,44.6723908041119],[10.4308825333499,44.6722558635734]]]]}|http://swamp-project.org/cbec/canal_CE101|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_247270|PRATO STABILE
http://swamp-project.org/cbec/field_25636|{"type":"MultiPolygon","coordinates":[[[[10.4030797588218,44.6025946767036],[10.4027643447989,44.6025295599107],[10.4026427919355,44.6031634703375],[10.4029539213094,44.6030504133106],[10.4030870502742,44.6026631250518],[10.4030968171209,44.6026347119116],[10.4030797588218,44.6025946767036]]]]}|http://swamp-project.org/cbec/canal_CE128|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_247114|PRATO STABILE
http://swamp-project.org/cbec/field_2914|{"type":"MultiPolygon","coordinates":[[[[10.7621322620792,44.6104939661517],[10.7643117053062,44.609891333227],[10.7640085222344,44.6093244484956],[10.7635102013141,44.6094873219198],[10.7631901857205,44.6089620754327],[10.7638278560078,44.6087657675986],[10.7634018196902,44.6077953944179],[10.7629987715171,44.6079011324008],[10.7628243569809,44.607528473136],[10.7618945543148,44.6077762701306],[10.7627534223324,44.6091043533902],[10.7625484426192,44.6091711257937],[10.7615842591707,44.6096127397396],[10.7621322620792,44.6104939661517]]]]}|http://swamp-project.org/cbec/canal_I7096|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_107551|PRATO STABILE
http://swamp-project.org/cbec/field_1432|{"type":"MultiPolygon","coordinates":[[[[10.6700747213081,44.7147759479961],[10.6708416208977,44.7156279685997],[10.671971559336,44.7152042429238],[10.6718757735577,44.7150509138383],[10.6723049104676,44.7148817552484],[10.6725126777399,44.7145611059074],[10.6721344595664,44.7141187376846],[10.6700747213081,44.7147759479961]]]]}|http://swamp-project.org/cbec/canal_I3192|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_224241|PRATO STABILE
http://swamp-project.org/cbec/field_22814|{"type":"MultiPolygon","coordinates":[[[[10.6759178891893,44.6520129458999],[10.6766573885688,44.6516614998962],[10.6762661704113,44.6509680378187],[10.6764961502628,44.6508787803619],[10.6757169655447,44.6499336995988],[10.674990592394,44.6506499255584],[10.675435351955,44.6512469756019],[10.6759178891893,44.6520129458999]]]]}|http://swamp-project.org/cbec/canal_I7023|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_111935|PRATO STABILE
http://swamp-project.org/cbec/field_26164|{"type":"MultiPolygon","coordinates":[[[[10.5806441420888,44.8108264854966],[10.5811511503482,44.8106711987467],[10.5811511503482,44.8106711987467],[10.5810237878814,44.81039889048],[10.5807882135731,44.8099775652645],[10.5802368000549,44.8101244789199],[10.5806441420888,44.8108264854966]]]]}|http://swamp-project.org/cbec/canal_BBE464|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_254044|PRATO STABILE
http://swamp-project.org/cbec/field_24281|{"type":"MultiPolygon","coordinates":[[[[10.5020291702613,44.8170344799227],[10.5024959033611,44.818158698755],[10.5043690946618,44.8179033542385],[10.5037646402115,44.8164695312322],[10.5020291702613,44.8170344799227]]]]}|http://swamp-project.org/cbec/canal_BBE475|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_90710660|PRATO STABILE
http://swamp-project.org/cbec/field_1796|{"type":"MultiPolygon","coordinates":[[[[10.6939884703536,44.7797383666404],[10.6946718342561,44.7796467908183],[10.6946008785902,44.7795664070353],[10.6943265812849,44.7795704771091],[10.6942361043291,44.7788226013865],[10.6944637300841,44.7787866493594],[10.6944261105387,44.7782822996612],[10.6935827587093,44.7783762468342],[10.6936784730414,44.7785214134729],[10.693736088221,44.7789277427278],[10.6939884703536,44.7797383666404]]],[[[10.6931908130391,44.7798316330582],[10.6938060809183,44.7797573594115],[10.6935146616856,44.7783935440762],[10.692875598638,44.7784355942085],[10.6928075013213,44.7784528910327],[10.6931908130391,44.7798316330582]]]]}|http://swamp-project.org/cbec/canal_I3026|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_92342009|PRATO STABILE
http://swamp-project.org/cbec/field_5042|{"type":"MultiPolygon","coordinates":[[[[10.6845010046285,44.7790480546286],[10.6848848558272,44.7788795183314],[10.6849777082257,44.7789270103813],[10.6851815355505,44.7788588533117],[10.6853201040625,44.7789056704488],[10.6854091676035,44.778822919253],[10.6856396416739,44.7788846668979],[10.6851821348619,44.7780933389052],[10.6842735089813,44.7783021919719],[10.6845010046285,44.7790480546286]]]]}|http://swamp-project.org/cbec/canal_I3118|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_50107|PRATO STABILE
http://swamp-project.org/cbec/field_5292|{"type":"MultiPolygon","coordinates":[[[[10.6996417338309,44.6191835535661],[10.6992568642552,44.6173260295845],[10.6988595434195,44.6175968156084],[10.6991527499706,44.619354320816],[10.6994087675029,44.6192669429766],[10.6994072477816,44.6192753377304],[10.6994427294194,44.619264547104],[10.6994410600339,44.6192548494625],[10.6996417338309,44.6191835535661]]]]}|http://swamp-project.org/cbec/canal_A5044|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_92343668|PRATO STABILE
http://swamp-project.org/cbec/field_24628|{"type":"MultiPolygon","coordinates":[[[[10.590396042091,44.8134194537549],[10.5886847839014,44.8106351628771],[10.5880407173349,44.8108552907236],[10.5884115460341,44.8114881360828],[10.5890307763393,44.8124320323554],[10.5888369080753,44.8124976313816],[10.5889337706871,44.8125771572757],[10.5895966954264,44.8135024704607],[10.5897622263434,44.8135540819605],[10.5900825362479,44.813495706878],[10.5900825362479,44.813495706878],[10.590396042091,44.8134194537549]]]]}|http://swamp-project.org/cbec/canal_BBE660|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_239825|PRATO STABILE
http://swamp-project.org/cbec/field_4145|{"type":"MultiPolygon","coordinates":[[[[10.6649549942243,44.7428427826766],[10.6663568474107,44.7451025779687],[10.6672633871061,44.744836890997],[10.6661344628514,44.7425324064758],[10.6653286478367,44.7427233222546],[10.6651496067444,44.7424571901355],[10.664798564684,44.7425681766203],[10.6649549942243,44.7428427826766]]]]}|http://swamp-project.org/cbec/canal_I3029|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_92396974|PRATO STABILE
http://swamp-project.org/cbec/field_1933|{"type":"MultiPolygon","coordinates":[[[[10.6549613173756,44.7233227153807],[10.6559158016105,44.7231460041512],[10.6563452782633,44.7229850445896],[10.6567537750824,44.7228895377785],[10.6570611344471,44.7228525033307],[10.6573892376563,44.7227418732455],[10.6577059215396,44.7226314079777],[10.6579678391962,44.7226031744555],[10.6582414071737,44.7225829149137],[10.6585003006524,44.7224488553233],[10.6587925163669,44.7222817361246],[10.6590048047811,44.7221157773279],[10.659025081415,44.7220259014984],[10.6588952966856,44.7218811993418],[10.6586147542847,44.7216572491996],[10.6584360440918,44.7213992445588],[10.6581993165823,44.7211095070556],[10.6578612271168,44.7208701031066],[10.6574217760254,44.7206810318115],[10.65706457494,44.7205722029105],[10.6568203898053,44.7204210145275],[10.6565400947828,44.7202051993918],[10.6562227622292,44.7198921956672],[10.6559462266265,44.7194075806261],[10.6552115208149,44.7196788319885],[10.6566061049735,44.7221180236931],[10.6545475256515,44.7228319424815],[10.6549613173756,44.7233227153807]]],[[[10.6576498969802,44.7206695770194],[10.6582531497342,44.7209947128376],[10.6584651808611,44.721219658873],[10.6587741390258,44.7216386467032],[10.6590672631512,44.7219031324269],[10.659556124286,44.7222217793389],[10.6600060807052,44.7223781146529],[10.6643327540555,44.7214926209986],[10.6639517506114,44.7209525417035],[10.6638110052208,44.7208242923245],[10.6632813496391,44.7202782326509],[10.6592849172704,44.7215253576012],[10.6584633637792,44.7203564474515],[10.6576498969802,44.7206695770194]]]]}|http://swamp-project.org/cbec/canal_I3264|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_121860|PRATO STABILE
http://swamp-project.org/cbec/field_5965|{"type":"MultiPolygon","coordinates":[[[[10.6661449122841,44.7211121869477],[10.6689955401626,44.7205412172122],[10.6684515674057,44.7194986217898],[10.6677826194465,44.7196712682768],[10.667351719005,44.7189853412935],[10.6651186236584,44.7195798426268],[10.6661449122841,44.7211121869477]]]]}|http://swamp-project.org/cbec/canal_E3003|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_121860|PRATO STABILE
http://swamp-project.org/cbec/field_35879|{"type":"MultiPolygon","coordinates":[[[[10.4716607998328,44.8173478636172],[10.4718779756093,44.8181701051568],[10.4733134606746,44.8179420618952],[10.4734470491644,44.817407772812],[10.4733331533243,44.817029461723],[10.4716607998328,44.8173478636172]]]]}|http://swamp-project.org/cbec/canal_BBE638|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_90715768|PRATO STABILE
http://swamp-project.org/cbec/field_26821|{"type":"MultiPolygon","coordinates":[[[[10.5031175242213,44.8075992573965],[10.5037233317133,44.8073432132593],[10.5031269612228,44.8063362353234],[10.5025104104934,44.806584900426],[10.5031175242213,44.8075992573965]]],[[[10.502794884651,44.8076575455169],[10.5031040547591,44.8075860899253],[10.5024960399026,44.80656403348],[10.5022279280007,44.8066542007816],[10.502794884651,44.8076575455169]]]]}|http://swamp-project.org/cbec/canal_BBE231|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_91030963|PRATO STABILE
http://swamp-project.org/cbec/field_33810|{"type":"MultiPolygon","coordinates":[[[[10.4788972895986,44.6771331515607],[10.4794427861947,44.6770138241802],[10.4797112728007,44.6775593207765],[10.4797112728007,44.6776232461588],[10.4795365434222,44.6777255267707],[10.4792552717399,44.6778576392276],[10.4788972895986,44.6771331515607]]]]}|http://swamp-project.org/cbec/canal_CE236|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_91224229|PRATO STABILE
http://swamp-project.org/cbec/field_25206|{"type":"MultiPolygon","coordinates":[[[[10.5353469327497,44.7033618015838],[10.5349184705236,44.7031627552311],[10.5343654397967,44.7028252507307],[10.5335165300813,44.7021575602364],[10.5331938435686,44.7019570870032],[10.5325356428119,44.7016425438906],[10.5320151307084,44.7013908255169],[10.5312186392096,44.7015631959276],[10.5312345998687,44.7015953196763],[10.5319648312257,44.7029221531969],[10.5307335658873,44.7032297023452],[10.5308301833291,44.7034547714473],[10.5312762457986,44.7043219102246],[10.5341265173626,44.7035075527971],[10.5347325478266,44.7047066855847],[10.5356776002924,44.7044352800186],[10.5350473152923,44.7034628423306],[10.5353469327497,44.7033618015838]]]]}|http://swamp-project.org/cbec/canal_CE136|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_91024516|PRATO STABILE
http://swamp-project.org/cbec/field_1261|{"type":"MultiPolygon","coordinates":[[[[10.6527115269442,44.8031490713366],[10.6536408575554,44.8029376395356],[10.6535439768276,44.8022011227],[10.6523377197873,44.8024525570171],[10.6523377197873,44.8024525570171],[10.6527115269442,44.8031490713366]]]]}|http://swamp-project.org/cbec/canal_I3018|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_72294|PRATO STABILE
http://swamp-project.org/cbec/field_10083|{"type":"MultiPolygon","coordinates":[[[[10.7559563752747,44.5851833869302],[10.7562967644206,44.5863997572317],[10.7551175350831,44.5869967656604],[10.755985735063,44.5877410691667],[10.7568461138062,44.5874341404259],[10.7571637595284,44.5873015594472],[10.7568278901766,44.586038301301],[10.7575920880324,44.5857030512292],[10.7574157628943,44.5849906791076],[10.7569119115053,44.5850707916764],[10.7559563752747,44.5851833869302]]]]}|http://swamp-project.org/cbec/canal_I7000|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_31413|PRATO STABILE
http://swamp-project.org/cbec/field_16889|{"type":"MultiPolygon","coordinates":[[[[10.6493622783816,44.7764563627414],[10.6511220804718,44.7763447346323],[10.6510039415607,44.7756100193335],[10.6512070761005,44.7756025912181],[10.6504381564275,44.7729059284377],[10.6494197839833,44.7730706769949],[10.6497136637782,44.773880908873],[10.6493545549598,44.773950396797],[10.6486083803477,44.7740732744658],[10.6493622783816,44.7764563627414]]]]}|http://swamp-project.org/cbec/canal_I3006|http://swamp-project.org/cbec/crop_49|http://swamp-project.org/cbec/farmer_42959|PRATO STABILE
