timestamp,value
2020-01-15T14:24:43.337988Z,0.388
2020-01-15T14:29:47.447682Z,0.387
2020-01-15T14:34:49.759113Z,0.388
2020-01-15T14:39:53.134701Z,0.388
2020-01-15T14:44:56.165730Z,0.388
2020-01-15T14:49:59.275013Z,0.388
2020-01-15T14:55:02.474934Z,0.387
2020-01-15T15:00:09.147256Z,0.387
2020-01-15T15:05:09.262473Z,0.388
2020-01-15T15:10:12.184435Z,0.388
2020-01-15T15:15:15.640490Z,0.388
2020-01-15T15:20:18.935730Z,0.388
2020-01-15T15:25:21.480958Z,0.388
2020-01-15T15:30:24.956014Z,0.388
2020-01-15T15:35:27.922155Z,0.388
2020-01-15T15:40:31.023932Z,0.388
2020-01-15T15:45:34.237773Z,0.388
2020-01-15T15:55:40.615785Z,0.388
2020-01-15T16:00:43.731723Z,0.388
2020-01-15T16:05:47.057861Z,0.388
2020-01-15T16:10:50.955088Z,0.388
2020-01-15T16:20:56.556746Z,0.388
2020-01-15T16:25:59.903882Z,0.388
2020-01-15T16:31:02.660597Z,0.388
2020-01-15T16:36:05.940161Z,0.388
2020-01-15T16:41:09.416016Z,0.388
2020-01-15T16:46:12.309430Z,0.388
2020-01-15T16:51:15.683224Z,0.388
2020-01-15T16:56:19.082186Z,0.387
2020-01-15T17:01:22.913251Z,0.388
2020-01-15T17:06:26.463481Z,0.388
2020-01-15T17:11:28.369827Z,0.388
2020-01-15T17:16:31.699577Z,0.387
2020-01-15T17:21:34.790372Z,0.388
2020-01-15T17:26:38.169800Z,0.388
2020-01-15T17:31:41.256986Z,0.388
2020-01-15T17:36:44.444572Z,0.388
2020-01-16T14:40:42.580457Z,-0.022
2020-01-16T14:43:12.693460Z,-0.021
2020-01-16T14:43:43.564451Z,-0.02
2020-01-16T14:45:40.416226Z,-0.019
2020-01-16T14:46:39.196223Z,-0.019
2020-01-16T14:47:09.268632Z,-0.017
2020-01-30T09:17:05.458097Z,-0.031
2020-01-30T09:19:11.266976Z,-0.033
2020-01-30T09:24:11.268693Z,-0.033
2020-01-30T09:54:35.149784Z,-0.035
2020-01-30T09:56:22.475292Z,-0.036
2020-01-30T10:04:50.852393Z,-0.038
2020-01-30T10:06:23.301033Z,-0.038
2020-01-30T10:38:10.955576Z,-0.046
2020-01-30T10:58:30.700245Z,-0.035
2020-01-30T11:03:28.911591Z,-0.035
2020-01-30T11:08:28.936594Z,-0.036
2020-01-30T11:13:30.621262Z,-0.034
2020-01-30T11:18:28.746010Z,-0.027
2020-01-30T11:23:28.412033Z,-0.027
2020-01-30T11:33:28.094631Z,-0.032
2020-01-30T11:38:28.253418Z,-0.032
2020-01-30T11:43:28.373844Z,-0.031
2020-01-30T11:48:28.016403Z,-0.032
2020-01-30T11:53:28.249689Z,-0.033
2020-01-30T11:58:27.933542Z,-0.032
2020-01-30T12:03:27.960641Z,-0.033
2020-01-30T12:08:27.876948Z,-0.032
2020-01-30T12:13:27.986022Z,-0.032
2020-01-30T12:18:27.837119Z,-0.032
2020-01-30T12:23:27.705414Z,-0.032
