timestamp,value
2021-07-26T11:32:31.643Z,22.6
2021-07-26T12:32:22.745Z,22.6
2021-07-26T13:32:22.333Z,22.6
2021-07-26T14:32:22.599Z,22.6
2021-07-26T15:32:21.269Z,22.6
2021-07-26T16:32:01.746Z,22.6
2021-07-26T17:32:01.508Z,22.5
2021-07-26T18:32:02.211Z,22.6
2021-07-26T19:32:01.763Z,22.6
2021-07-26T20:32:01.643Z,22.6
2021-07-26T21:32:01.069Z,22.6
2021-07-26T22:32:01.265Z,22.6
2021-07-26T23:32:02.338Z,22.6
2021-07-27T00:32:01.160Z,22.6
2021-07-27T01:32:00.574Z,22.7
2021-07-27T02:32:00.985Z,22.7
2021-07-27T03:32:00.971Z,22.6
2021-07-27T04:32:01.426Z,22.6
2021-07-27T05:32:00.614Z,22.6
2021-07-27T06:32:00.360Z,22.6
2021-07-27T07:32:25.160Z,22.7
2021-07-27T08:32:20.972Z,22.6
2021-07-27T09:32:00.182Z,22.6
2021-07-27T10:31:59.848Z,22.6
2021-07-27T11:31:59.852Z,22.6
2021-07-27T12:31:59.553Z,22.6
2021-07-27T13:31:59.296Z,22.5
2021-07-27T14:31:59.059Z,22.5
2021-07-27T15:31:59.177Z,22.5
2021-07-27T16:31:59.354Z,22.5
2021-07-27T17:31:59.257Z,22.5
2021-07-27T18:31:58.649Z,22.5
2021-07-27T19:31:58.817Z,22.5
2021-07-27T20:31:58.585Z,22.5
2021-07-27T21:31:58.441Z,22.5
2021-07-27T22:31:58.499Z,22.5
2021-07-27T23:31:58.032Z,22.5
2021-07-28T00:31:59.417Z,22.5
2021-07-28T01:31:58.099Z,22.5
2021-07-28T02:31:58.356Z,22.5
2021-07-28T03:31:57.701Z,22.5
2021-07-28T04:31:57.618Z,22.5
2021-07-28T05:31:57.738Z,22.5
2021-07-28T06:31:57.457Z,22.5
2021-07-28T07:31:57.239Z,22.5
2021-07-28T08:31:57.726Z,22.5
2021-07-28T09:31:57.361Z,22.4
2021-07-28T10:31:57.161Z,22.4
2021-07-28T11:31:56.979Z,22.4
2021-07-28T12:31:56.923Z,22.3
2021-07-28T13:31:56.700Z,22.3
2021-07-28T14:31:56.741Z,22.3
2021-07-28T15:31:56.623Z,22.3
2021-07-28T16:31:56.654Z,22.3
2021-07-28T17:31:56.153Z,22.3
2021-07-28T18:31:56.310Z,22.3
2021-07-28T19:31:55.971Z,22.3
2021-07-28T20:31:55.937Z,22.3
2021-07-28T21:31:56.053Z,22.3
2021-07-28T22:31:55.735Z,22.3
2021-07-29T00:31:55.765Z,22.3
2021-07-29T01:31:55.202Z,22.4
2021-07-29T02:31:55.516Z,22.4
2021-07-29T03:31:55.387Z,22.4
2021-07-29T04:31:55.074Z,22.4
2021-07-29T05:31:55.587Z,22.4
2021-07-29T06:31:55.384Z,22.4
2021-07-29T07:31:54.771Z,22.4
2021-07-29T08:31:55.041Z,22.4
2021-07-29T09:31:54.503Z,22.4
2021-07-29T10:31:54.543Z,22.3
2021-07-29T11:31:53.943Z,22.3
2021-07-29T12:31:54.583Z,22.3
2021-07-29T13:31:54.081Z,22.3
2021-07-29T14:31:54.306Z,22.3
2021-07-29T15:31:53.505Z,22.3
2021-07-29T16:31:53.918Z,22.3
2021-07-29T17:31:53.580Z,22.3
2021-07-29T18:31:54.031Z,22.3
2021-07-29T19:31:53.416Z,22.3
2021-07-29T20:31:53.008Z,22.3
2021-07-29T21:31:53.302Z,22.3
