timestamp,value
2021-07-26T11:32:34.224Z,0.434
2021-07-26T12:32:25.590Z,0.433
2021-07-26T13:32:25.224Z,0.433
2021-07-26T14:32:25.262Z,0.433
2021-07-26T15:32:26.078Z,0.433
2021-07-26T16:32:01.997Z,0.432
2021-07-26T17:32:01.762Z,0.432
2021-07-26T18:32:02.470Z,0.432
2021-07-26T19:32:02.013Z,0.432
2021-07-26T20:32:01.902Z,0.432
2021-07-26T21:32:01.319Z,0.432
2021-07-26T22:32:01.508Z,0.432
2021-07-26T23:32:02.570Z,0.432
2021-07-27T00:32:01.469Z,0.432
2021-07-27T01:32:00.848Z,0.432
2021-07-27T02:32:01.235Z,0.432
2021-07-27T03:32:01.233Z,0.432
2021-07-27T04:32:01.668Z,0.432
2021-07-27T05:32:00.847Z,0.431
2021-07-27T06:32:00.808Z,0.432
2021-07-27T07:32:28.062Z,0.432
2021-07-27T08:32:23.939Z,0.431
2021-07-27T09:32:00.423Z,0.431
2021-07-27T10:32:00.088Z,0.432
2021-07-27T11:32:00.084Z,0.431
2021-07-27T12:31:59.788Z,0.43
2021-07-27T13:31:59.541Z,0.431
2021-07-27T14:31:59.314Z,0.43
2021-07-27T15:31:59.456Z,0.43
2021-07-27T16:31:59.661Z,0.43
2021-07-27T17:31:59.551Z,0.429
2021-07-27T18:31:58.931Z,0.429
2021-07-27T19:31:59.081Z,0.43
2021-07-27T20:31:58.864Z,0.428
2021-07-27T21:31:58.708Z,0.429
2021-07-27T22:31:58.763Z,0.429
2021-07-27T23:31:58.285Z,0.43
2021-07-28T00:31:59.698Z,0.429
2021-07-28T01:31:58.354Z,0.429
2021-07-28T02:31:58.611Z,0.429
2021-07-28T03:31:57.960Z,0.429
2021-07-28T04:31:57.883Z,0.429
2021-07-28T05:31:57.979Z,0.428
2021-07-28T06:31:57.722Z,0.428
2021-07-28T07:31:57.476Z,0.43
2021-07-28T08:31:58.004Z,0.429
2021-07-28T09:31:57.599Z,0.428
2021-07-28T10:31:57.422Z,0.427
2021-07-28T11:31:57.241Z,0.426
2021-07-28T12:31:57.184Z,0.426
2021-07-28T13:31:56.954Z,0.425
2021-07-28T14:31:56.996Z,0.425
2021-07-28T15:31:56.884Z,0.425
2021-07-28T16:31:56.910Z,0.424
2021-07-28T17:31:56.393Z,0.428
2021-07-28T18:31:56.574Z,0.423
2021-07-28T19:31:56.215Z,0.424
2021-07-28T20:31:56.191Z,0.424
2021-07-28T21:31:56.305Z,0.423
2021-07-28T22:31:56.062Z,0.423
2021-07-29T00:31:56.053Z,0.423
2021-07-29T01:31:55.470Z,0.424
2021-07-29T02:31:55.759Z,0.423
2021-07-29T03:31:55.700Z,0.423
2021-07-29T04:31:55.384Z,0.423
2021-07-29T05:31:55.834Z,0.423
2021-07-29T06:31:55.667Z,0.423
2021-07-29T07:31:55.258Z,0.423
2021-07-29T08:31:55.299Z,0.422
2021-07-29T09:31:54.758Z,0.422
2021-07-29T10:31:54.795Z,0.422
2021-07-29T11:31:54.212Z,0.421
2021-07-29T12:31:54.841Z,0.421
2021-07-29T13:31:54.322Z,0.421
2021-07-29T14:31:54.774Z,0.42
2021-07-29T15:31:53.777Z,0.419
2021-07-29T16:31:54.154Z,0.419
2021-07-29T17:31:53.813Z,0.42
2021-07-29T18:31:54.284Z,0.419
2021-07-29T19:31:53.898Z,0.419
2021-07-29T20:31:53.272Z,0.419
2021-07-29T21:31:53.572Z,0.419
2021-07-29T22:31:52.922Z,0.419
2021-07-29T23:31:53.016Z,0.419
2021-07-30T00:31:53.348Z,0.419
2021-07-30T01:31:53.535Z,0.419
2021-07-30T02:31:52.477Z,0.419
2021-07-30T03:31:52.536Z,0.419
2021-07-30T04:31:52.568Z,0.419
2021-07-30T05:31:52.798Z,0.419
2021-07-30T06:31:52.988Z,0.418
2021-07-30T07:31:52.266Z,0.419
2021-07-30T08:31:52.595Z,0.418
2021-07-30T09:31:51.919Z,0.418
2021-07-30T10:31:51.997Z,0.418
2021-07-30T11:31:51.722Z,0.417
2021-07-30T12:31:51.323Z,0.416
2021-07-30T13:31:51.596Z,0.417
2021-07-30T14:31:51.279Z,0.416
2021-07-30T15:31:50.941Z,0.415
2021-07-30T16:31:51.424Z,0.415
2021-07-30T17:31:51.231Z,0.415
2021-07-30T18:31:50.991Z,0.416
2021-07-30T19:31:50.487Z,0.415
2021-07-30T20:31:50.334Z,0.415
2021-07-30T21:31:50.132Z,0.415
2021-07-30T22:31:50.364Z,0.415
2021-07-30T23:31:50.324Z,0.415
2021-07-31T00:31:50.912Z,0.415
2021-07-31T01:31:49.804Z,0.415
2021-07-31T02:31:49.858Z,0.415
2021-07-31T03:31:50.072Z,0.415
2021-07-31T04:31:49.498Z,0.415
2021-07-31T05:32:12.758Z,0.415
2021-07-31T06:32:19.179Z,0.414
2021-07-31T07:31:49.392Z,0.414
2021-07-31T08:31:49.001Z,0.415
2021-07-31T09:31:49.153Z,0.414
2021-07-31T10:31:49.169Z,0.414
2021-07-31T11:31:48.565Z,0.413
2021-07-31T12:31:49.009Z,0.413
2021-07-31T13:31:48.931Z,0.412
2021-07-31T14:31:48.348Z,0.412
2021-07-31T15:31:48.548Z,0.412
2021-07-31T16:31:48.255Z,0.412
2021-07-31T17:31:48.087Z,0.412
2021-07-31T18:31:48.233Z,0.411
2021-07-31T19:31:47.588Z,0.412
2021-07-31T20:31:47.517Z,0.411
2021-07-31T21:31:47.796Z,0.411
2021-07-31T22:31:47.854Z,0.412
2021-07-31T23:31:47.731Z,0.412
2021-08-01T00:31:47.062Z,0.411
2021-08-01T02:31:48.577Z,0.411
2021-08-01T03:31:46.788Z,0.411
2021-08-01T04:31:47.436Z,0.41
2021-08-01T06:32:08.443Z,0.411
2021-08-01T07:31:47.177Z,0.411
2021-08-01T08:31:46.893Z,0.411
2021-08-01T09:31:46.355Z,0.411
2021-08-01T10:31:46.631Z,0.41
2021-08-01T11:31:46.254Z,0.41
2021-08-01T13:31:46.225Z,0.41
2021-08-01T14:31:46.484Z,0.409
2021-08-01T16:31:45.743Z,0.409
2021-08-01T17:31:45.584Z,0.409
2021-08-01T18:31:46.430Z,0.409
2021-08-01T22:31:44.701Z,0.409
2021-08-01T23:31:44.639Z,0.408
2021-08-02T00:31:44.739Z,0.408
2021-08-02T02:31:45.303Z,0.408
2021-08-02T03:31:44.396Z,0.408
2021-08-02T04:31:44.139Z,0.408
2021-08-02T06:31:44.062Z,0.407
2021-08-02T09:31:45.514Z,0.407
2021-08-02T10:31:43.644Z,0.407
2021-08-02T12:31:43.685Z,0.407
2021-08-02T15:31:43.203Z,0.404
2021-08-02T16:31:42.786Z,0.405
2021-08-02T17:31:43.005Z,0.406
2021-08-02T18:31:42.507Z,0.405
2021-08-02T19:31:42.166Z,0.406
2021-08-02T20:31:43.044Z,0.406
2021-08-02T21:31:42.506Z,0.405
2021-08-02T22:31:42.078Z,0.405
2021-08-03T04:31:41.507Z,0.405
2021-08-03T05:31:41.453Z,0.405
2021-08-03T06:31:41.573Z,0.405
2021-08-03T11:31:40.657Z,0.405
2021-08-03T12:31:41.234Z,0.405
2021-08-03T13:31:40.953Z,0.404
2021-08-03T15:31:40.592Z,0.404
2021-08-03T17:31:40.171Z,0.404
2021-08-03T20:31:39.844Z,0.403
2021-08-03T21:31:39.398Z,0.403
2021-08-03T22:31:39.496Z,0.404
2021-08-04T01:31:39.349Z,0.403
2021-08-04T02:31:39.239Z,0.403
2021-08-04T03:31:39.122Z,0.404
2021-08-04T04:31:38.905Z,0.403
2021-08-04T05:31:38.971Z,0.403
2021-08-04T06:31:39.029Z,0.403
2021-08-04T07:31:38.929Z,0.403
2021-08-04T09:31:39.058Z,0.403
2021-08-04T10:31:38.353Z,0.403
2021-08-04T11:31:38.323Z,0.402
2021-08-04T12:31:37.892Z,0.402
2021-08-04T13:31:38.155Z,0.402
2021-08-04T14:31:59.905Z,0.402
2021-08-04T15:31:37.604Z,0.402
2021-08-04T16:31:37.457Z,0.402
2021-08-04T18:31:37.183Z,0.402
2021-08-04T19:31:37.581Z,0.402
2021-08-04T20:31:37.866Z,0.402
2021-08-04T21:31:37.023Z,0.401
2021-08-04T23:31:36.659Z,0.402
2021-08-05T00:31:36.858Z,0.402
2021-08-05T01:31:36.619Z,0.401
2021-08-05T02:31:37.463Z,0.401
2021-08-05T03:31:36.324Z,0.402
